label,ltable_title,ltable_description,ltable_manufacturer,ltable_price,rtable_title,rtable_description,rtable_manufacturer,rtable_price,id
1,clifford the big red dog - thinking adventures,build skills on your way to clifford's big party!product informationclifford the bit red dog may be big and red but as far as he's concerned he'sjust like any other dog. that's why when clifford tries to do what other dogsdo things can get a little out of,scholastic,9.99,clifford thinking,overview that's why when clifford tries to do what other dogs do things can get a little out of hand. sometimes he gets into trouble. sometimes he saves the day. most of the time he has a lot of fun. all of the time he's a good dog and true friend ...,,12.9,b0009i9tqy#http://www.google.com/base/feeds/snippets/8804538687114603592
1,apple remote desktop 2.2 10 client (old version),remote desktop 2.2 makes it easier than it's ever been to manage a network and install new software. with over 50 new features and countless enhancements you'll manage your network effcieintly without having to leave your office. state-of-the-art software distribution makes installing software a virtual walk in the park. distribute software configure systems offer real-time online help and create detailed hardware and software reports. extend a helping hand without leaving your desk with tools for the best technical assistance possible. use remote shell scripts to take the legwork out of your administrative tasks - shut down restart or sleep any mac in your network without getting up from your desk as well as lock screens or empty trash. if you're an administrator you'll know everything you need to know about your macs -- the available hard drive space network settings and software version even when they're offline. stores profiles for every mac whether it's on the network permanently or leaves regularly; tracks offline computers and updates their information for better managing of powerbooks and ibooks,apple,299.0,apple software m9953z/a remote desktop 2.2 10 client,the 10-client version allows one administrator to manage up to 10 mac os x computers. apple remote desktop 2 delivers over 50 new features including vnc-compatible screen sharing remote shell scripts task lists and remote boot disk selection. ...,apple software,294.99,b0009dwkwo#http://www.google.com/base/feeds/snippets/15744420000863688597
0,pc tools spyware doctor 2007 sb cs by pc tools,pc tools spyware doctor 2007 sb cs by pc tools,encore software,29.99,evyu7517 emc insignia visualsrm smb edition - ( v. 1.7 ) - media - cd - win,emc2 evyu7517 : usually ships in 24 hours : : emc visualsrm smb edition storage management software enables small and medium businesses to stay ahead of data growth and rein in costs while meeting their business needs.,,3.29,b000qxdj0y#http://www.google.com/base/feeds/snippets/13667854560905221243
0,adobe audition 2.0 upgrade,upgrade only; previous version required adobe audition 2.0 gives you professional audio mixing results in real time. record mix edit and master digital audio files with powerful tools that bring flexibility and control to your desktop studio. easily create music produce radio spots and restore imperfect recordings. bring audio and video together using smart integration with adobe video applications. preroll and postroll playback - hear effect additions as you work before committing to changes delete and remove silences between words or sounds import & export to ogg vorbis (ogg) audio files cart chunk editing - save edit and open cart chunk metadata (used by many radio automation systems to catalog and organize audio files) import audition audio files to after effects or premiere pro projects support for over 20 file formats - windows pcm (wav) ogg aiff mp3 wma and others,adobe,129.0,evyu7517 emc insignia visualsrm smb edition - ( v. 1.7 ) - media - cd - win,emc2 evyu7517 : usually ships in 24 hours : : emc visualsrm smb edition storage management software enables small and medium businesses to stay ahead of data growth and rein in costs while meeting their business needs.,,3.29,b000e8jlas#http://www.google.com/base/feeds/snippets/13667854560905221243
1,pc tools spyware doctor 2007 sb cs by pc tools,pc tools spyware doctor 2007 sb cs by pc tools,encore software,29.99,encore software 10991 - pc tools spyware doctor 2007 sbcs by pc tools,encore software 10991 : encore software pc tools spyware doctor 2007 sbcs by pc tools - 10991,,25.97,b000qxdj0y#http://www.google.com/base/feeds/snippets/11808064350838387307
0,hoyle card games 2007,step up to the best deal in town and test your skill. shuffle the cards and deal yourself in to the greatest card games of all time. hoyle� drops you right into the action with over 75 classic games official rules tips and strategies. from classic games like cribbage to new favorites like online texas hold'em hoyle� card games has something for everyone. all games are based on the official rules from hoyle� the authority for over 200 years create your own character with face creator customizing everything from facial features to clothes interactive computer opponents with multiple skill levels to challenge everybody play together on the same computer and challenge your friends and family for bragging rights or play solo with 45 different solitaire games included. over 75 card games including: texas hold'em hearts bridge crazy eights gin rummy omaha hold'em pinochle rummy 500 and much more! bonus: 16 black jack games,encore software,29.99,clipart & more 250000 (jc),top-quality royalty-free images use these royalty-free images in any project advertising brochures newsletters postcards craft projects labels posters with any print publishing program! over 25000 images on cd-rom 225000 web images online ...,,9.9,b000gkli0a#http://www.google.com/base/feeds/snippets/11618158047568311763
1,clip art and more 250 000 (jewel case),,imsi design,0.0,clipart & more 250000 (jc),top-quality royalty-free images use these royalty-free images in any project advertising brochures newsletters postcards craft projects labels posters with any print publishing program! over 25000 images on cd-rom 225000 web images online ...,,9.9,b0001bg5gq#http://www.google.com/base/feeds/snippets/11618158047568311763
1,pitstop pro 7.0,pitstop pro 7.0,enfocus software,699.0,enfocus software pp7.0-sg-001 - pitstop pro 7.0,enfocus software pp7.0-sg-001 : enfocus software pitstop pro 7.0 - pp7.0-sg-001,,558.97,b000g0lkcg#http://www.google.com/base/feeds/snippets/14235968984166622494
1,punch! 5 in 1 home design,home renovation software takes a big leap forward with 5 in 1 home design from punch! a package that lets you draw an imagined future home or work on altering the one you have--without investing in building materials or architects up front! divided into a series of specialized applications this program makes it simple to hone room layouts design decks fine-tune furnishing designs and landscape any size or shape of building lot. and when the individual pieces are polished 5 in 1 home design pulls everything together into the big picture of your dreams. unlike many comparable packages this package provides a fast and streamlined process for drawing floor plans from scratch. moving wall by wall rather than room by room a user can lay out everything in detail. whether you are reconstructing an existing house or dreaming big the program's learning process is swift. it is still possible to end up struggling to convince the package that an interior room is indeed inside the house (and thus deserving of carpet rather than lawn) but these glitches are rare and relatively easy to amend. anyone interested in having a basic plan done both painlessly and fast will love the interface this program offers. other tools in 5 in 1 home design allow you to walk through the three-dimensional model of your house print out pieces of a model so you can build it yourself and fit the home inside and out with furnishings and finishes. you can switch to these tools without ever shutting off the core floor plan moving to an overhead view of the house and back then breezing into a furniture-building application. to minimize headaches all the data on each house is kept in a single file. in short punch! 5 in 1 home design will help you put together homes just as you imagine them. the power so handily available in this design program makes it an obvious first choice for those new to home design software and a real boon for anyone looking to brainstorm ideas for constructing decorating or renovating a house. --alyx dellamonica,punch! software,39.99,punch software 24100 - punch! 5 in 1 home design - complete product - architectural - 1 user - complete productcomplete productstandard - pc,punch software 24100 : power tools for serious home design plus ultimate deck for the perfect outdoor addition to your living space. p /p 5 powerful programs in one that launch from the same easy-to-use interface including our unique realmodel� ...,,35.97,b000063v0z#http://www.google.com/base/feeds/snippets/3325089562849958903
0,punch! 5 in 1 home design,home renovation software takes a big leap forward with 5 in 1 home design from punch! a package that lets you draw an imagined future home or work on altering the one you have--without investing in building materials or architects up front! divided into a series of specialized applications this program makes it simple to hone room layouts design decks fine-tune furnishing designs and landscape any size or shape of building lot. and when the individual pieces are polished 5 in 1 home design pulls everything together into the big picture of your dreams. unlike many comparable packages this package provides a fast and streamlined process for drawing floor plans from scratch. moving wall by wall rather than room by room a user can lay out everything in detail. whether you are reconstructing an existing house or dreaming big the program's learning process is swift. it is still possible to end up struggling to convince the package that an interior room is indeed inside the house (and thus deserving of carpet rather than lawn) but these glitches are rare and relatively easy to amend. anyone interested in having a basic plan done both painlessly and fast will love the interface this program offers. other tools in 5 in 1 home design allow you to walk through the three-dimensional model of your house print out pieces of a model so you can build it yourself and fit the home inside and out with furnishings and finishes. you can switch to these tools without ever shutting off the core floor plan moving to an overhead view of the house and back then breezing into a furniture-building application. to minimize headaches all the data on each house is kept in a single file. in short punch! 5 in 1 home design will help you put together homes just as you imagine them. the power so handily available in this design program makes it an obvious first choice for those new to home design software and a real boon for anyone looking to brainstorm ideas for constructing decorating or renovating a house. --alyx dellamonica,punch! software,39.99,fl72-h= cisco ios rsm firewall - upgrade license - english,cisco systems fl72-h= : usually ships in 24 hours : : cisco ios (internetworking operating system) software is the platform that delivers network services and enables networked applications.,,4099.5,b000063v0z#http://www.google.com/base/feeds/snippets/13620298459584384917
1,computrace lojack for laptops: 3 year subscription,with computrace lojack for laptops you'll be able to track a stolen laptop anywhere! every 53 seconds a laptop is stolen - this recovery service enables law enforcement to recover stolen laptops the minute thieves go online. you'll have information on your laptop's wherabouts as soon as it goes missing. protect your computer today with lojack for laptops.,absolute software,99.99,absolute software lfl-n2-36 - computrace lojack for laptops - 3 year license (win 2000 xp),absolute software lfl-n2-36 : computrace lojack for laptops is a software-enabled recovery service that allows law enforcement to recover stolen laptops. if your laptop is stolen and isn't recovered within 30 days we will refund your purchase of ...,,85.97,b000brczzk#http://www.google.com/base/feeds/snippets/15013560737417394943
0,adobe captivate 2.0,model- adbcd01561wi vendor- adobe software features- adobe captivate 2.0- retail full version rapidly create engaging learning experiences! adobe captivate 2 software enables anyone to rapidly create powerful and engaging simulations software demonstrations and scenario- based training without programming knowledge or multimedia skills. based on the industry-leading adobe flash platform adobe captivate 2 automatically generates interactive content in flash format without requiring users to learn flash. for training professionals educators and business users interactive content is much more effective than static demonstrations or presentations. however developing and updating professional-quality simulations is expensive time-consuming and difficult. with adobe captivate 2 you can create powerful and engaging simulations software demonstrations and scenario-based training in adobes macromedia flash format--without learning flash. develop software simulations by automatically recording on-screen actions. add elearning interactions such as feedback fields and customizable quizzes. use the scenario wizard to create robust scenario-based soft-skills training. include rich media that truly engages the learner. and make changes to projects on the fly all using a simple point-and-click interface. create interactive simulations and branching scenarios quickly and easily. adobe captivate 2 makes it easy to create professional-quality interactive simulations and training scenarios--without having to learn flash or outsource to a professional developer. for software simulati,adobe,1083.95,ableton live 6 audio production software academic,mac minimum system requirements any g3 or faster (including intel-based mac computers) 512mb ram recommended mac os x 10.2.8 or later,,299.99,b000iaolaw#http://www.google.com/base/feeds/snippets/13460997999718793081
1,scrabble champion edition,scrabble champion edition takes the challenge of making the best use of 7 letter tiles for just the right combination of wordplay competition and fun.,encore,19.95,encore software 11190 - scrabble - win 98 me 2000 xp,encore software 11190 : take the challenge of making the best use of 7 letter tiles for just the right combiantion of wordplay competition and fun. system requirements: operating system: windows 98/me/xp processor: pentium ii 333 mhz memory: 32 mb ...,,18.97,b000hi1i9c#http://www.google.com/base/feeds/snippets/8050702989930375401
0,scrabble champion edition,scrabble champion edition takes the challenge of making the best use of 7 letter tiles for just the right combination of wordplay competition and fun.,encore,19.95,software reliability and testing by hoang pham 9780818668524,pham presents 14 recent papers that provide an overview of the latest software reliability models testing techniques and applications. the papers on software reliability describe applications of software reliability growth modeling to software ...,,38.95,b000hi1i9c#http://www.google.com/base/feeds/snippets/11355270330408650258
0,money premium 2007 win32 eng na mini box us only cd,model- ms-cd19382wi vendor- microsoft corporation features- microsoft money premium 2007- cd mini box microsoft money 2007 premium brings all your personal accounts -- banking credit and investment -- in one place and provides the tools you need for planning and achieving short- and long-term financial goals and making tax-smart investment decisions so you can improve your financial outlook today and optimize for your future. * includes everything in money 2007 deluxe - make online banking even easier with all of your accounts--checking savings investments and credit -- in one place with one password which makes keeping tabs on the day-to-day spending a breeze. plus money connects to thousands of banks and updates automatically helping you easily stay on top of your finances. - improve your investment strategy with access to tips guidance and relevant articles from the highly regarded experts on msn money. - new! savings and spending budget helps you plan for retirement savings and debt repayment as well as your monthly expenses. its the comprehensive budget solution that helps you see your savings grow and your debt shrink. - new! spending tracker allows you to track your spending by budget groups. view alongside the popular spending by category tracker for amazing awareness of your spending. - help protect and improve your credit reduce high-interest debt and learn more about your credit rating. - forecast your cash flow to predict how much money youll have in your day-to-day accounts in the coming months. - simplify tax time. money makes preparing and filing taxes easy with expert tips from tax professionals. tools such as the,microsoft,118.46,aspyr media sid meiers civilization iv - mac,rule throughout time and create your own legacy as you guide your civilization from the dawn of man through the space age and beyond.,,44.99,b000jgf410#http://www.google.com/base/feeds/snippets/15635846397237275283
1,money premium 2007 win32 eng na mini box us only cd,model- ms-cd19382wi vendor- microsoft corporation features- microsoft money premium 2007- cd mini box microsoft money 2007 premium brings all your personal accounts -- banking credit and investment -- in one place and provides the tools you need for planning and achieving short- and long-term financial goals and making tax-smart investment decisions so you can improve your financial outlook today and optimize for your future. * includes everything in money 2007 deluxe - make online banking even easier with all of your accounts--checking savings investments and credit -- in one place with one password which makes keeping tabs on the day-to-day spending a breeze. plus money connects to thousands of banks and updates automatically helping you easily stay on top of your finances. - improve your investment strategy with access to tips guidance and relevant articles from the highly regarded experts on msn money. - new! savings and spending budget helps you plan for retirement savings and debt repayment as well as your monthly expenses. its the comprehensive budget solution that helps you see your savings grow and your debt shrink. - new! spending tracker allows you to track your spending by budget groups. view alongside the popular spending by category tracker for amazing awareness of your spending. - help protect and improve your credit reduce high-interest debt and learn more about your credit rating. - forecast your cash flow to predict how much money youll have in your day-to-day accounts in the coming months. - simplify tax time. money makes preparing and filing taxes easy with expert tips from tax professionals. tools such as the,microsoft,118.46,money prem 2007 cd minibox,money premium 2007 win32 english north america us only cd mini box non-rebate,microsoft,63.99,b000jgf410#http://www.google.com/base/feeds/snippets/9949258255997064102
0,money premium 2007 win32 eng na mini box us only cd,model- ms-cd19382wi vendor- microsoft corporation features- microsoft money premium 2007- cd mini box microsoft money 2007 premium brings all your personal accounts -- banking credit and investment -- in one place and provides the tools you need for planning and achieving short- and long-term financial goals and making tax-smart investment decisions so you can improve your financial outlook today and optimize for your future. * includes everything in money 2007 deluxe - make online banking even easier with all of your accounts--checking savings investments and credit -- in one place with one password which makes keeping tabs on the day-to-day spending a breeze. plus money connects to thousands of banks and updates automatically helping you easily stay on top of your finances. - improve your investment strategy with access to tips guidance and relevant articles from the highly regarded experts on msn money. - new! savings and spending budget helps you plan for retirement savings and debt repayment as well as your monthly expenses. its the comprehensive budget solution that helps you see your savings grow and your debt shrink. - new! spending tracker allows you to track your spending by budget groups. view alongside the popular spending by category tracker for amazing awareness of your spending. - help protect and improve your credit reduce high-interest debt and learn more about your credit rating. - forecast your cash flow to predict how much money youll have in your day-to-day accounts in the coming months. - simplify tax time. money makes preparing and filing taxes easy with expert tips from tax professionals. tools such as the,microsoft,118.46,yamaha disney's greatest - vol. 2 - smart pianosoft,this innovative software series enables your disklavier mark iii piano to perform with the world's most popular cds! using yamaha's pianosmart technology this companion diskette will magically empower your disklavier mark iii to accompany the ...,,22.13,b000jgf410#http://www.google.com/base/feeds/snippets/16853135396239824133
1,apple .mac 4.0 online service family pack,simply put .mac is your life on the internet. with the latest version of .mac you can effortlessly publish your websites backup your important data share files with distant friends and colleagues sync your personal information across all your computers check your mail wherever you roam and much much more. whether it's for you your club or any organization .mac provides a vital set of tools that make life online a breeze. the family pack version of .mac brings all the fun and functionality of .mac to the whole family. with iweb -- part of apple's ilife '06 software -- and .mac you can effortlessly publish your websites and blogs. view larger. .mac groups lets you create a website for all your group's most important information. view larger. publish your photo libraries via a photocast. subscribers anywhere in the world will automatically download your latest photos into iphoto. view larger. backup 3 is the essential and very flexible tool for backing up all your vital data. view larger. family pack with the family pack edition up to five members of your family can enjoy separate .mac accounts including private email accounts websites idisk and .mac sync. it's the perfect mix of privacy and family sharing at an attractive price. the family pack also lets you share files easily through a family idisk folder. you can share a main account and four sub-accounts while using 1gb of storage shared between mail and idisk on the main account. meanwhile you can allot 250mb of storage to each sub-account for a total of 2gb split among the five accounts. each account gets a private email address and every family member can enjoy his or her own personal website sync bookmarks and contacts back up important files and start a group. publishing with iweb seamless integration with iweb -- the newest member of ilife '06 -- makes it easy to publish your websites with a single click of a button. with iweb you can create beautiful pages with apple-designed templates and then publish them via your .mac account with a single click -- no configuration is necessary. you can also post blogs and podcasts without the confusion of creating rss feeds. or add stunning online slideshows to your photo albums automatically. and for total control you can set a password to keep your sites private. idisk .mac idisk makes it easy to exchange files with friends or centralize your documents so that you can access them anywhere at any time. idisk allows you to use storage space on apple's secure servers and view your stored files and folders on your desktop. if you want to share your files simply drag files to your public folder and invite colleagues to download your documents. plus idisk lets you protect your public folder with a password. you can access your idisk from a mac or a pc and store up to 1gb of data (upgradeable to 4gb). the data transfer rate is upgradeable to 250gb per month. groups this is the ticket if you need to communicate coordinate and stay in sync with your club team or organization. create a private password-protected website for group images message boards announcements calendars a member list and links to other websites of interest. you can even set up a group email alias for efficient communications. post or view group messages on the group's own private mac.com address that only members can use. meanwhile you can publish web pages with group photos share files in the group's private idisk folder or keep track of group meetings special events practices and other important dates on a group calendar. feel free to create as many groups as you like (each requires 30mb from your idisk allotment). sync .mac sync keeps up-to-date information at your fingertips whether you use multiple macs or whether you're on the road without your mac. with .mac sync you can view and update address book contacts and safari bookmarks instantly. plus synchronizing mail rules signatures smart mailboxes and keychain passwords in mac os x tiger is a breeze. you can even access contacts calendars bookmarks and email on the web via any internet-connected mac or windows pc. photocasting let your friends and family subscribe to your shared iphoto albums and view your full-resolution photos on their own computers. with photocasting you can publish your photo albums using .mac and anyone can subscribe. subscribers then receive your full quality photos directly within iphoto 6 or via an rss reader on a mac or pc. you can use a subscribed photocast like any iphoto album in your library; they automatically stay updated so your subscribers always have your latest photos. backup 3 protect your precious memories with this powerful upgrade to .mac backup. scheduled automatic backups are as easy as one two three. with backup 3 you can back up your ilife files with a single-click and customize your backup plans in minutes using quickpicks or a tiger spotlight search. quickly archive your ilife photos movies and purchased music in a single step with preset backup plans or set flexible schedules that automatically update archives for you. you can back up important files to your idisk (keeping them secure on apple's servers) a hard drive ipod cds or dvds. backup 3 saves you time by archiving only what you've changed since your last backup. mail .mac mail is ad-free and elegant. use your account through mac os x mail or through .mac mail on the web. virus protection is built right in and you get 1gb of combined email and idisk storage. you can keep your mac.com email address even if you change internet providers while enjoying up to five aliases for fun or to protect against unwanted mail. with .mac mail you can access mail from your email program or web browser -- any internet-connected mac or pc will do. fix typos with integrated spell-checker create text and photo signatures and set an auto-reply to handle incoming email when you're away. learning center .mac's integrated learning center offers step-by-step tutorials on the applications you use most including ilife iwork mac os x and .mac. follow along with quicktime movies and text-based information that allows you to learn at your own pace and try out new skills on sample files. you can even learn about apple's professional line of software including final cut pro 5 soundtrack pro motion 2 dvd studio pro 4 logic pro 7 shake 4 final cut express hd and logic express 7. member benefits exclusive member benefits include free software downloads as well as special product discounts -- all available through member central. go to .mac member central for free downloads of popular mac software such as garageband jam pack loops. plus you'll receive special discounts on selected products and free updates to .mac features. .mac in depth learn more about .mac.,apple,179.95,apple .mac 4.0 family pack (new or renewal),here's what you get with a .mac membership! easily publish your web site blog or podcast: using the new iweb in ilife '06 you can easily create your own personal web site and publish it to your .mac account with one click. key features create ...,,145.99,b0008glg1i#http://www.google.com/base/feeds/snippets/65639973300118271
0,punch! master landscape & home design,plan out your perfect home & garden with the set of applications available here! / for windows take a virtual walkthrough of your home & garden when you're done to get a feel for the layout experiment with lighting and shadows you'll have the design of your dreams by the time you're through!,punch! software,99.99,autodesk 34006-010008-160 raster design 2006 essentials,raster design 2006 essentials,autodesk,52.99,b00007g3ai#http://www.google.com/base/feeds/snippets/18396354299258717606
1,raster design 2006 essentials,raster design 2006 essentials,autodesk psg,59.95,autodesk 34006-010008-160 raster design 2006 essentials,raster design 2006 essentials,autodesk,52.99,b0009xb12o#http://www.google.com/base/feeds/snippets/18396354299258717606
1,punch! master landscape & home design,plan out your perfect home & garden with the set of applications available here! / for windows take a virtual walkthrough of your home & garden when you're done to get a feel for the layout experiment with lighting and shadows you'll have the design of your dreams by the time you're through!,punch! software,99.99,punch software 25100 - punch! master landscape & home design - architectural - 1 user(s) - pc,punch software 25100 : punch! master landscape & home design includes an extensive sortable plantings library organized by nursery-standard zones. deck home exterior topography and other options add realism. new technology allows you to integrate ...,,45.97,b00007g3ai#http://www.google.com/base/feeds/snippets/15756558104583624199
1,punch! master landscape & home design,plan out your perfect home & garden with the set of applications available here! / for windows take a virtual walkthrough of your home & garden when you're done to get a feel for the layout experiment with lighting and shadows you'll have the design of your dreams by the time you're through!,punch! software,99.99,punch software 25100 punch! master landscape and home design,punch! master landscape & home design offers an extensive plantings database deck topography and new technology integrating your actual home photos into infinite 3d views. this garden and landscape software lets you bring your landscaping ideas to ...,punch software,45.99,b00007g3ai#http://www.google.com/base/feeds/snippets/10901373095934236651
1,punch! master landscape & home design,plan out your perfect home & garden with the set of applications available here! / for windows take a virtual walkthrough of your home & garden when you're done to get a feel for the layout experiment with lighting and shadows you'll have the design of your dreams by the time you're through!,punch! software,99.99,punch software 25100 punch! master landscape and home design,punch! master landscape & home design offers an extensive plantings database deck topography and new technology integrating your actual home photos into infinite 3d views. this garden and landscape software lets you bring your landscaping ideas to ...,punch software,45.99,b00007g3ai#http://www.google.com/base/feeds/snippets/11265957088683077055
1,trudy's time and place house ages 3-6,,ibm,0.0,trudys time & place house,in five fascinating activities students build early science skills and practice important scientific processes.,,9.9,b00002s8if#http://www.google.com/base/feeds/snippets/17110430434010171078
0,trudy's time and place house ages 3-6,,ibm,0.0,c6q-00002 microsoft digital image suite plus - complete package - 1 pc - cd-rom (mini box),microsoft c6q-00002 : usually ships in 24 hours : in stock : get powerful digital photography tools and perfect your shots - whether you're a beginner or a pro.,,93.33,b00002s8if#http://www.google.com/base/feeds/snippets/13452628916237194338
0,audio success series: winning strategies,it's a multi-session motivational retreat in a box from high achievers and athletes! and with winning strategies on 13 audio compact discs you'll hear first-hand what drives a former navy seal an nfl quarterback and other successful individuals and acclaimed athletes to greatness. from overcoming adversity to finding motivation the winning strategies audio suite offers hours of inspiration.,topics entertainment,0.0,c6q-00002 microsoft digital image suite plus - complete package - 1 pc - cd-rom (mini box),microsoft c6q-00002 : usually ships in 24 hours : in stock : get powerful digital photography tools and perfect your shots - whether you're a beginner or a pro.,,93.33,b000nknaze#http://www.google.com/base/feeds/snippets/13452628916237194338
0,diskeeper 2007 pro premier 5-lic pack,- marketing information: diskeeper pro premier provides unparalleled peak performance for power users and high powered workstation computing delivering the ultimate in high performance to those who need it most. product information - software sub type: disk management - software name: diskeeper 2007 pro premier edition - complete product - platform support: pc license information - license type: complete product - license pricing: standard - license quantity: 5 workstation miscellaneous - compatibility: file system support: - ntfs (new technology file system) - fat16 (file allocation table) and fat32 file system formats disk subsystems supported: - primary partitions - extended partitions - logical drives - volume sets - raid arrays (hardware and software) - mirrored disks - mounted volumes (letter-less drives),diskeeper corporation,736.66,netopia timbuktu pro for mac and windows 2 pack,product datasheet [pdf: 2.1mb],,207.99,b000ju9nao#http://www.google.com/base/feeds/snippets/8968352871606641625
1,timbuktu remote control softwre 2 licenses for windows & mac,timbuktu pro has been the standard for remote control software. now with the release of timbuktu pro version 8.0 timbuktu pro adds new layers of security more ways to find and connect to other users strong ssh encryption and compression of the data stream and a network push installer that allows you to install timbuktu pro on computers throughout your network.,netopia,199.99,netopia timbuktu pro for mac and windows 2 pack,product datasheet [pdf: 2.1mb],,207.99,b0009n4gx0#http://www.google.com/base/feeds/snippets/8968352871606641625
0,diskeeper 2007 pro premier 5-lic pack,- marketing information: diskeeper pro premier provides unparalleled peak performance for power users and high powered workstation computing delivering the ultimate in high performance to those who need it most. product information - software sub type: disk management - software name: diskeeper 2007 pro premier edition - complete product - platform support: pc license information - license type: complete product - license pricing: standard - license quantity: 5 workstation miscellaneous - compatibility: file system support: - ntfs (new technology file system) - fat16 (file allocation table) and fat32 file system formats disk subsystems supported: - primary partitions - extended partitions - logical drives - volume sets - raid arrays (hardware and software) - mirrored disks - mounted volumes (letter-less drives),diskeeper corporation,736.66,konami of america silent hill experience the,silent hill experience the,,7.08,b000ju9nao#http://www.google.com/base/feeds/snippets/13634906937991178152
0,nero 7 ultra edition enhanced pc & home entrmnt soln,nero 7 ultra edition enhanced now offers both the pc and tv media management experience for a complete solution. with over 18 new and updated applications in one powerful piece of software nero 7 ultra edition is truly the only partner you need for today's digital world. this powerful software can transform your digital photos into professional animated slideshows backup all of your valuable data manage and search your media files edit video or photos create dvds (including menus) stream your files over a media server and compress files to take on the go. beginners and experts alike will be amazed by what one solution can do. now burns data to bd-re and bd-r (blu-ray) media for storing up to 50gb onto a single disc,neso usa,99.99,konami of america silent hill experience the,silent hill experience the,,7.08,b000h294mq#http://www.google.com/base/feeds/snippets/13634906937991178152
1,123 movies 2 ipod w/ av cables umd size,123 movies 2 ipod enables you to copy any dvd in your collection to your ipod video. why download the itunes version if you already own the dvd? instead you can watch dvd movies on your ipod video. includes av cables. watch your movies on your ipod or get the ipod av cables and watch movies on your tv from your ipod,bling,29.99,bling software limited - 05013 - 123 movies 2 ipod w/ av cables umd size,123 movies 2 ipod allows you to take your whole dvd collection with you anywhere right in your pocket. watch your movies on your ipod or get the ipod av cables and watch movies on your tv from your ipod! watch dvd movies on your video ipod <b,,26.14,b000kmehfw#http://www.google.com/base/feeds/snippets/18362060657249986591
0,employee appraiser 5.0 deluxe mailer,- marketing information: get the complete managerandquot;s toolkit with employee appraiser deluxe 5.0. it makes writing performance reviews faster from start to finish while helping you be a better manager. with memos documents templates and libraries employee appraiser deluxe includes all of the tools necessary to coach performance and track progress. product information - software sub type: hr management - software name: employee appraiser 5.0 deluxe - complete product - features and benefits: new features: - import/export employee data - due date reminders - job-specific review templates - job coach - sample business objective library other features: - writing assistant - tune text - development coach - day-to-day notebook - ratings calculator - language scan - import company form - performance objectives documents - 120 job descriptions - employee recognition guides and samples - coaching memos - development plans - corrective action notices - language support: english - platform support: pc license information - license type: complete product - license quantity: 1 user miscellaneous - compatibility: - pc,global marketing,394.6,ultra wincleaner 2002 utility suite,ultra wincleaner 2002 utility suite is a set of powerful utilities that automatically clean and optimize computer performance while simultaneously protecting personal files and data. these utilities fix pc slowdowns prevent data loss from system ...,,49.99,b00005lzly#http://www.google.com/base/feeds/snippets/17609701155190930707
0,scrapbook for windows,,abacus,0.0,nintendo gamecube: avatar: the last airbender,play as aang katara haru and sokka in this nickelodeon(r) avatar: the last airbender(tm) game for the game boy(r) advance game system (sold separately) as you grow your team into an unstoppable force utilize your bending powers and explore the ...,,29.99,b000jx5jnq#http://www.google.com/base/feeds/snippets/16367718812617097914
1,scrapbook for windows,,abacus,0.0,abacus scrapbook for windows,?scrapbooking? is one of the fastest growing hobbies. millions of people are creating ?books? of memories they can share and cherish with family and friends. these books can be printed or they can be shared digitally; through cds or via the ...,,26.14,b000jx5jnq#http://www.google.com/base/feeds/snippets/17303242525950545639
0,scrapbook for windows,,abacus,0.0,roxio easy media creator 9 suite software for windows authoring software,easy media creator 9 suite software for windows the easy media creator 9 suite software for windows from roxio is a powerful software suite for windows that allows you to get the most out of your dvd burner. the software allows you to burn dvd ...,,98.95,b000jx5jnq#http://www.google.com/base/feeds/snippets/15260761427784751076
0,calculation skills v1 add & sub - basic - core learning,this four volume series builds fundamental calculation competence with four core arithmetic operations. two volumes provide calculation practice with addition and subtraction at a basic and advanced level; the other two volumes provide calculation practice with multiplication and division at a basic and advanced level. volume 1 features helpful calculation information: how to add addition table how to subtract subtraction table take away from 10 or 9 table money and decimals change from $1.00 table the program provides three timed drills basic addition drill basic subtraction drill making change from $1.00 drillsystem requirements: windows 98/me/2000/xp pentium ii 400 mhz + 96 mb ram + 25 mb hard disk space cd-rom drive vga display 16-bit color with 800x600 resolutionformat: win 98 me 2000 xp,sos aggregation company,0.0,nova development corp photo explosion 3.0,turn ordinary photographs into memories you?re sure to cherish with the next generation in consumer photo editing software. photo explosion delivers powerful photo editing features spectacular special effects and professional-quality photo ...,,28.3,b00029rapc#http://www.google.com/base/feeds/snippets/17733079574233143461
1,photo explosion 3.0,photo explosion 3.0,nova development,29.99,nova development corp photo explosion 3.0,turn ordinary photographs into memories you?re sure to cherish with the next generation in consumer photo editing software. photo explosion delivers powerful photo editing features spectacular special effects and professional-quality photo ...,,28.3,b000j588g4#http://www.google.com/base/feeds/snippets/17733079574233143461
1,delorme topo usa mapping software 6.0 west region,topo usa 6.0 western region makes it a snap to get yourself used to unfamiliar territory wherever you travel in the western united states. it's got the mapping tools and information you need to plan out any trip. wherever you want to go topo usa 6.0 for the western region will help you get there. print out 2d & 3d maps with complete route profiles and your own mapnotes add draw objects on a map scale that provides the detail you want,delorme,49.95,delorme mapping topo usa 6.0 west region,wouldn?t it be nice to always have exactly the right kind of map whatever your needs may be? you will with the uniquely versatile delorme atlas & gazetteer series. these topographic atlases cover individual states with the most comprehensive ...,,43.36,b000ezp0n8#http://www.google.com/base/feeds/snippets/17907379108807127194
