ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes
Surfing Wavelets on Streams: One-Pass Summaries for Approximate Aggregate Queries,"Anna C. Gilbert, Yannis Kotidis, S. Muthukrishnan, Martin Strauss",Very Large Data Bases,2001,Datawarehousing Has More Colours Than Just Black &; White,"Thomas Zurek, Markus Sinnwell",Very Large Data Bases,2001,"('title', 'authors', 'venue')"
Surfing Wavelets on Streams: One-Pass Summaries for Approximate Aggregate Queries,"Anna C. Gilbert, Yannis Kotidis, S. Muthukrishnan, Martin Strauss",Very Large Data Bases,2001,Datawarehousing Has More Colours Than Just Black &; White,"Thomas Zurek, Markus Sinnwell",VLDB,1999,"('title', 'authors', 'year')"
Surfing Wavelets on Streams: One-Pass Summaries for Approximate Aggregate Queries,"Anna C. Gilbert, Yannis Kotidis, S. Muthukrishnan, Martin Strauss",Very Large Data Bases,2001,Datawarehousing Has More Colours Than Just Black &; White,"Anna C. Gilbert, Martin Strauss, Yannis Kotidis, S. Muthukrishnan",Very Large Data Bases,1999,"('title', 'venue', 'year')"
Surfing Wavelets on Streams: One-Pass Summaries for Approximate Aggregate Queries,"Anna C. Gilbert, Yannis Kotidis, S. Muthukrishnan, Martin Strauss",Very Large Data Bases,2001,Surfing Wavelets on Streams: One-Pass Summaries for Approximate Aggregate Queries,"Thomas Zurek, Markus Sinnwell",Very Large Data Bases,1999,"('authors', 'venue', 'year')"
An Efficient Bitmap Encoding Scheme for Selection Queries,"Chee Yong Chan, Yannis E. Ioannidis",SIGMOD Conference,1999,Networked Data Management Design Points,"Chee-Yong Chan, Yannis E. Ioannidis",International Conference on Management of Data,1999,"('title',)"
An Efficient Bitmap Encoding Scheme for Selection Queries,"Chee Yong Chan, Yannis E. Ioannidis",SIGMOD Conference,1999,Networked Data Management Design Points,James R. Hamilton,International Conference on Management of Data,1999,"('title', 'authors')"
An Efficient Bitmap Encoding Scheme for Selection Queries,"Chee Yong Chan, Yannis E. Ioannidis",SIGMOD Conference,1999,Networked Data Management Design Points,"Chee-Yong Chan, Yannis E. Ioannidis",VLDB,1999,"('title', 'venue')"
An Efficient Bitmap Encoding Scheme for Selection Queries,"Chee Yong Chan, Yannis E. Ioannidis",SIGMOD Conference,1999,Networked Data Management Design Points,"Chee-Yong Chan, Yannis E. Ioannidis",International Conference on Management of Data,1999,"('title', 'year')"
An Efficient Bitmap Encoding Scheme for Selection Queries,"Chee Yong Chan, Yannis E. Ioannidis",SIGMOD Conference,1999,An efficient bitmap encoding scheme for selection queries,James R. Hamilton,VLDB,1999,"('authors', 'venue')"
An Efficient Bitmap Encoding Scheme for Selection Queries,"Chee Yong Chan, Yannis E. Ioannidis",SIGMOD Conference,1999,Networked Data Management Design Points,James R. Hamilton,VLDB,1999,"('title', 'authors', 'venue')"
An Efficient Bitmap Encoding Scheme for Selection Queries,"Chee Yong Chan, Yannis E. Ioannidis",SIGMOD Conference,1999,Networked Data Management Design Points,James R. Hamilton,International Conference on Management of Data,1999,"('title', 'authors', 'year')"
An Efficient Bitmap Encoding Scheme for Selection Queries,"Chee Yong Chan, Yannis E. Ioannidis",SIGMOD Conference,1999,Networked Data Management Design Points,"Chee-Yong Chan, Yannis E. Ioannidis",VLDB,1999,"('title', 'venue', 'year')"
An Efficient Bitmap Encoding Scheme for Selection Queries,"Chee Yong Chan, Yannis E. Ioannidis",SIGMOD Conference,1999,An efficient bitmap encoding scheme for selection queries,James R. Hamilton,VLDB,1999,"('authors', 'venue', 'year')"
An Efficient Bitmap Encoding Scheme for Selection Queries,"Chee Yong Chan, Yannis E. Ioannidis",SIGMOD Conference,1999,Managing multiple and distributed ontologies on the Semantic Web,"Chee-Yong Chan, Yannis E. Ioannidis",International Conference on Management of Data,1999,"('title',)"
An Efficient Bitmap Encoding Scheme for Selection Queries,"Chee Yong Chan, Yannis E. Ioannidis",SIGMOD Conference,1999,An efficient bitmap encoding scheme for selection queries,"Chee-Yong Chan, Yannis E. Ioannidis",International Conference on Management of Data,2003,"('year',)"
An Efficient Bitmap Encoding Scheme for Selection Queries,"Chee Yong Chan, Yannis E. Ioannidis",SIGMOD Conference,1999,Managing multiple and distributed ontologies on the Semantic Web,"Boris Motik, Alexander Maedche, Ljiljana Stojanovic",International Conference on Management of Data,1999,"('title', 'authors')"
An Efficient Bitmap Encoding Scheme for Selection Queries,"Chee Yong Chan, Yannis E. Ioannidis",SIGMOD Conference,1999,Managing multiple and distributed ontologies on the Semantic Web,"Chee-Yong Chan, Yannis E. Ioannidis",VLDB J.,1999,"('title', 'venue')"
An Efficient Bitmap Encoding Scheme for Selection Queries,"Chee Yong Chan, Yannis E. Ioannidis",SIGMOD Conference,1999,Managing multiple and distributed ontologies on the Semantic Web,"Chee-Yong Chan, Yannis E. Ioannidis",International Conference on Management of Data,2003,"('title', 'year')"
An Efficient Bitmap Encoding Scheme for Selection Queries,"Chee Yong Chan, Yannis E. Ioannidis",SIGMOD Conference,1999,An efficient bitmap encoding scheme for selection queries,"Boris Motik, Alexander Maedche, Ljiljana Stojanovic",VLDB J.,1999,"('authors', 'venue')"
An Efficient Bitmap Encoding Scheme for Selection Queries,"Chee Yong Chan, Yannis E. Ioannidis",SIGMOD Conference,1999,An efficient bitmap encoding scheme for selection queries,"Boris Motik, Alexander Maedche, Ljiljana Stojanovic",International Conference on Management of Data,2003,"('authors', 'year')"
An Efficient Bitmap Encoding Scheme for Selection Queries,"Chee Yong Chan, Yannis E. Ioannidis",SIGMOD Conference,1999,An efficient bitmap encoding scheme for selection queries,"Chee-Yong Chan, Yannis E. Ioannidis",VLDB J.,2003,"('venue', 'year')"
An Efficient Bitmap Encoding Scheme for Selection Queries,"Chee Yong Chan, Yannis E. Ioannidis",SIGMOD Conference,1999,Managing multiple and distributed ontologies on the Semantic Web,"Boris Motik, Alexander Maedche, Ljiljana Stojanovic",VLDB J.,1999,"('title', 'authors', 'venue')"
An Efficient Bitmap Encoding Scheme for Selection Queries,"Chee Yong Chan, Yannis E. Ioannidis",SIGMOD Conference,1999,Managing multiple and distributed ontologies on the Semantic Web,"Boris Motik, Alexander Maedche, Ljiljana Stojanovic",International Conference on Management of Data,2003,"('title', 'authors', 'year')"
An Efficient Bitmap Encoding Scheme for Selection Queries,"Chee Yong Chan, Yannis E. Ioannidis",SIGMOD Conference,1999,Managing multiple and distributed ontologies on the Semantic Web,"Chee-Yong Chan, Yannis E. Ioannidis",VLDB J.,2003,"('title', 'venue', 'year')"
An Efficient Bitmap Encoding Scheme for Selection Queries,"Chee Yong Chan, Yannis E. Ioannidis",SIGMOD Conference,1999,An efficient bitmap encoding scheme for selection queries,"Boris Motik, Alexander Maedche, Ljiljana Stojanovic",VLDB J.,2003,"('authors', 'venue', 'year')"
DTL's DataSpot: Database Exploration Using Plain Language,"Shaul Dar, Gadi Entin, Shai Geva, Eran Palmon",Very Large Data Bases,1998,A Database Platform for Bioinformatics,"Gadi Entin, Shai Geva, Shaul Dar, Eran Palmon",VLDB,1998,"('title',)"
DTL's DataSpot: Database Exploration Using Plain Language,"Shaul Dar, Gadi Entin, Shai Geva, Eran Palmon",Very Large Data Bases,1998,DTL's DataSpot: Database Exploration Using Plain Language,"Gadi Entin, Shai Geva, Shaul Dar, Eran Palmon",VLDB,2000,"('year',)"
DTL's DataSpot: Database Exploration Using Plain Language,"Shaul Dar, Gadi Entin, Shai Geva, Eran Palmon",Very Large Data Bases,1998,A Database Platform for Bioinformatics,Sandeepan Banerjee,VLDB,1998,"('title', 'authors')"
DTL's DataSpot: Database Exploration Using Plain Language,"Shaul Dar, Gadi Entin, Shai Geva, Eran Palmon",Very Large Data Bases,1998,A Database Platform for Bioinformatics,"Gadi Entin, Shai Geva, Shaul Dar, Eran Palmon",Very Large Data Bases,1998,"('title', 'venue')"
DTL's DataSpot: Database Exploration Using Plain Language,"Shaul Dar, Gadi Entin, Shai Geva, Eran Palmon",Very Large Data Bases,1998,A Database Platform for Bioinformatics,"Gadi Entin, Shai Geva, Shaul Dar, Eran Palmon",VLDB,2000,"('title', 'year')"
DTL's DataSpot: Database Exploration Using Plain Language,"Shaul Dar, Gadi Entin, Shai Geva, Eran Palmon",Very Large Data Bases,1998,DTL's DataSpot: Database Exploration Using Plain Language,Sandeepan Banerjee,Very Large Data Bases,1998,"('authors', 'venue')"
DTL's DataSpot: Database Exploration Using Plain Language,"Shaul Dar, Gadi Entin, Shai Geva, Eran Palmon",Very Large Data Bases,1998,DTL's DataSpot: Database Exploration Using Plain Language,Sandeepan Banerjee,VLDB,2000,"('authors', 'year')"
DTL's DataSpot: Database Exploration Using Plain Language,"Shaul Dar, Gadi Entin, Shai Geva, Eran Palmon",Very Large Data Bases,1998,DTL's DataSpot: Database Exploration Using Plain Language,"Gadi Entin, Shai Geva, Shaul Dar, Eran Palmon",Very Large Data Bases,2000,"('venue', 'year')"
DTL's DataSpot: Database Exploration Using Plain Language,"Shaul Dar, Gadi Entin, Shai Geva, Eran Palmon",Very Large Data Bases,1998,A Database Platform for Bioinformatics,Sandeepan Banerjee,Very Large Data Bases,1998,"('title', 'authors', 'venue')"
DTL's DataSpot: Database Exploration Using Plain Language,"Shaul Dar, Gadi Entin, Shai Geva, Eran Palmon",Very Large Data Bases,1998,A Database Platform for Bioinformatics,Sandeepan Banerjee,VLDB,2000,"('title', 'authors', 'year')"
DTL's DataSpot: Database Exploration Using Plain Language,"Shaul Dar, Gadi Entin, Shai Geva, Eran Palmon",Very Large Data Bases,1998,A Database Platform for Bioinformatics,"Gadi Entin, Shai Geva, Shaul Dar, Eran Palmon",Very Large Data Bases,2000,"('title', 'venue', 'year')"
DTL's DataSpot: Database Exploration Using Plain Language,"Shaul Dar, Gadi Entin, Shai Geva, Eran Palmon",Very Large Data Bases,1998,DTL's DataSpot: Database Exploration Using Plain Language,Sandeepan Banerjee,Very Large Data Bases,2000,"('authors', 'venue', 'year')"
"COSIMA - Your Smart, Speaking E-Salesperson","Werner Kie�ling, Thorsten Ehm, Stefan Holland, Stefan Fischer 0003",SIGMOD Conference,2001,Performance of Future Database Systems: Bottlenecks and Bonananzas,"Werner Kie&#946;ling, Stefan Holland, Stefan Fischer, Thorsten Ehm",International Conference on Management of Data,2001,"('title',)"
"COSIMA - Your Smart, Speaking E-Salesperson","Werner Kie�ling, Thorsten Ehm, Stefan Holland, Stefan Fischer 0003",SIGMOD Conference,2001,"COSIMA- your smart, speaking E-salesperson",Chaitanya K. Baru,International Conference on Management of Data,2001,"('authors',)"
"COSIMA - Your Smart, Speaking E-Salesperson","Werner Kie�ling, Thorsten Ehm, Stefan Holland, Stefan Fischer 0003",SIGMOD Conference,2001,"COSIMA- your smart, speaking E-salesperson","Werner Kie&#946;ling, Stefan Holland, Stefan Fischer, Thorsten Ehm",VLDB,2001,"('venue',)"
"COSIMA - Your Smart, Speaking E-Salesperson","Werner Kie�ling, Thorsten Ehm, Stefan Holland, Stefan Fischer 0003",SIGMOD Conference,2001,"COSIMA- your smart, speaking E-salesperson","Werner Kie&#946;ling, Stefan Holland, Stefan Fischer, Thorsten Ehm",International Conference on Management of Data,1996,"('year',)"
"COSIMA - Your Smart, Speaking E-Salesperson","Werner Kie�ling, Thorsten Ehm, Stefan Holland, Stefan Fischer 0003",SIGMOD Conference,2001,Performance of Future Database Systems: Bottlenecks and Bonananzas,Chaitanya K. Baru,International Conference on Management of Data,2001,"('title', 'authors')"
"COSIMA - Your Smart, Speaking E-Salesperson","Werner Kie�ling, Thorsten Ehm, Stefan Holland, Stefan Fischer 0003",SIGMOD Conference,2001,Performance of Future Database Systems: Bottlenecks and Bonananzas,"Werner Kie&#946;ling, Stefan Holland, Stefan Fischer, Thorsten Ehm",VLDB,2001,"('title', 'venue')"
"COSIMA - Your Smart, Speaking E-Salesperson","Werner Kie�ling, Thorsten Ehm, Stefan Holland, Stefan Fischer 0003",SIGMOD Conference,2001,Performance of Future Database Systems: Bottlenecks and Bonananzas,"Werner Kie&#946;ling, Stefan Holland, Stefan Fischer, Thorsten Ehm",International Conference on Management of Data,1996,"('title', 'year')"
"COSIMA - Your Smart, Speaking E-Salesperson","Werner Kie�ling, Thorsten Ehm, Stefan Holland, Stefan Fischer 0003",SIGMOD Conference,2001,"COSIMA- your smart, speaking E-salesperson",Chaitanya K. Baru,VLDB,2001,"('authors', 'venue')"
"COSIMA - Your Smart, Speaking E-Salesperson","Werner Kie�ling, Thorsten Ehm, Stefan Holland, Stefan Fischer 0003",SIGMOD Conference,2001,"COSIMA- your smart, speaking E-salesperson",Chaitanya K. Baru,International Conference on Management of Data,1996,"('authors', 'year')"
"COSIMA - Your Smart, Speaking E-Salesperson","Werner Kie�ling, Thorsten Ehm, Stefan Holland, Stefan Fischer 0003",SIGMOD Conference,2001,"COSIMA- your smart, speaking E-salesperson","Werner Kie&#946;ling, Stefan Holland, Stefan Fischer, Thorsten Ehm",VLDB,1996,"('venue', 'year')"
"COSIMA - Your Smart, Speaking E-Salesperson","Werner Kie�ling, Thorsten Ehm, Stefan Holland, Stefan Fischer 0003",SIGMOD Conference,2001,Performance of Future Database Systems: Bottlenecks and Bonananzas,Chaitanya K. Baru,VLDB,2001,"('title', 'authors', 'venue')"
"COSIMA - Your Smart, Speaking E-Salesperson","Werner Kie�ling, Thorsten Ehm, Stefan Holland, Stefan Fischer 0003",SIGMOD Conference,2001,Performance of Future Database Systems: Bottlenecks and Bonananzas,Chaitanya K. Baru,International Conference on Management of Data,1996,"('title', 'authors', 'year')"
"COSIMA - Your Smart, Speaking E-Salesperson","Werner Kie�ling, Thorsten Ehm, Stefan Holland, Stefan Fischer 0003",SIGMOD Conference,2001,Performance of Future Database Systems: Bottlenecks and Bonananzas,"Werner Kie&#946;ling, Stefan Holland, Stefan Fischer, Thorsten Ehm",VLDB,1996,"('title', 'venue', 'year')"
"COSIMA - Your Smart, Speaking E-Salesperson","Werner Kie�ling, Thorsten Ehm, Stefan Holland, Stefan Fischer 0003",SIGMOD Conference,2001,"COSIMA- your smart, speaking E-salesperson",Chaitanya K. Baru,VLDB,1996,"('authors', 'venue', 'year')"
"COSIMA - Your Smart, Speaking E-Salesperson","Werner Kie�ling, Thorsten Ehm, Stefan Holland, Stefan Fischer 0003",SIGMOD Conference,2001,Tutorial: Designing an Ultra Highly Available DBMS,"Werner Kie&#946;ling, Stefan Holland, Stefan Fischer, Thorsten Ehm",International Conference on Management of Data,2001,"('title',)"
"COSIMA - Your Smart, Speaking E-Salesperson","Werner Kie�ling, Thorsten Ehm, Stefan Holland, Stefan Fischer 0003",SIGMOD Conference,2001,"COSIMA- your smart, speaking E-salesperson","Werner Kie&#946;ling, Stefan Holland, Stefan Fischer, Thorsten Ehm",SIGMOD Conference,2001,"('venue',)"
"COSIMA - Your Smart, Speaking E-Salesperson","Werner Kie�ling, Thorsten Ehm, Stefan Holland, Stefan Fischer 0003",SIGMOD Conference,2001,"COSIMA- your smart, speaking E-salesperson","Werner Kie&#946;ling, Stefan Holland, Stefan Fischer, Thorsten Ehm",International Conference on Management of Data,2000,"('year',)"
"COSIMA - Your Smart, Speaking E-Salesperson","Werner Kie�ling, Thorsten Ehm, Stefan Holland, Stefan Fischer 0003",SIGMOD Conference,2001,Tutorial: Designing an Ultra Highly Available DBMS,"�ystein Torbj�rnsen, Svein Erik Bratsberg",International Conference on Management of Data,2001,"('title', 'authors')"
"COSIMA - Your Smart, Speaking E-Salesperson","Werner Kie�ling, Thorsten Ehm, Stefan Holland, Stefan Fischer 0003",SIGMOD Conference,2001,Tutorial: Designing an Ultra Highly Available DBMS,"Werner Kie&#946;ling, Stefan Holland, Stefan Fischer, Thorsten Ehm",SIGMOD Conference,2001,"('title', 'venue')"
"COSIMA - Your Smart, Speaking E-Salesperson","Werner Kie�ling, Thorsten Ehm, Stefan Holland, Stefan Fischer 0003",SIGMOD Conference,2001,Tutorial: Designing an Ultra Highly Available DBMS,"Werner Kie&#946;ling, Stefan Holland, Stefan Fischer, Thorsten Ehm",International Conference on Management of Data,2000,"('title', 'year')"
"COSIMA - Your Smart, Speaking E-Salesperson","Werner Kie�ling, Thorsten Ehm, Stefan Holland, Stefan Fischer 0003",SIGMOD Conference,2001,"COSIMA- your smart, speaking E-salesperson","�ystein Torbj�rnsen, Svein Erik Bratsberg",SIGMOD Conference,2001,"('authors', 'venue')"
"COSIMA - Your Smart, Speaking E-Salesperson","Werner Kie�ling, Thorsten Ehm, Stefan Holland, Stefan Fischer 0003",SIGMOD Conference,2001,"COSIMA- your smart, speaking E-salesperson","�ystein Torbj�rnsen, Svein Erik Bratsberg",International Conference on Management of Data,2000,"('authors', 'year')"
"COSIMA - Your Smart, Speaking E-Salesperson","Werner Kie�ling, Thorsten Ehm, Stefan Holland, Stefan Fischer 0003",SIGMOD Conference,2001,"COSIMA- your smart, speaking E-salesperson","Werner Kie&#946;ling, Stefan Holland, Stefan Fischer, Thorsten Ehm",SIGMOD Conference,2000,"('venue', 'year')"
"COSIMA - Your Smart, Speaking E-Salesperson","Werner Kie�ling, Thorsten Ehm, Stefan Holland, Stefan Fischer 0003",SIGMOD Conference,2001,Tutorial: Designing an Ultra Highly Available DBMS,"�ystein Torbj�rnsen, Svein Erik Bratsberg",SIGMOD Conference,2001,"('title', 'authors', 'venue')"
"COSIMA - Your Smart, Speaking E-Salesperson","Werner Kie�ling, Thorsten Ehm, Stefan Holland, Stefan Fischer 0003",SIGMOD Conference,2001,Tutorial: Designing an Ultra Highly Available DBMS,"�ystein Torbj�rnsen, Svein Erik Bratsberg",International Conference on Management of Data,2000,"('title', 'authors', 'year')"
"COSIMA - Your Smart, Speaking E-Salesperson","Werner Kie�ling, Thorsten Ehm, Stefan Holland, Stefan Fischer 0003",SIGMOD Conference,2001,Tutorial: Designing an Ultra Highly Available DBMS,"Werner Kie&#946;ling, Stefan Holland, Stefan Fischer, Thorsten Ehm",SIGMOD Conference,2000,"('title', 'venue', 'year')"
"COSIMA - Your Smart, Speaking E-Salesperson","Werner Kie�ling, Thorsten Ehm, Stefan Holland, Stefan Fischer 0003",SIGMOD Conference,2001,"COSIMA- your smart, speaking E-salesperson","�ystein Torbj�rnsen, Svein Erik Bratsberg",SIGMOD Conference,2000,"('authors', 'venue', 'year')"
"COSIMA- your smart, speaking E-salesperson","Werner Kie&#946;ling, Stefan Holland, Stefan Fischer, Thorsten Ehm",International Conference on Management of Data,2001,Managing Intervals Efficiently in Object-Relational Databases,"Werner Kie�ling, Thorsten Ehm, Stefan Holland, Stefan Fischer 0003",SIGMOD Conference,2001,"('title',)"
"COSIMA- your smart, speaking E-salesperson","Werner Kie&#946;ling, Stefan Holland, Stefan Fischer, Thorsten Ehm",International Conference on Management of Data,2001,"COSIMA - Your Smart, Speaking E-Salesperson","Werner Kie�ling, Thorsten Ehm, Stefan Holland, Stefan Fischer 0003",SIGMOD Conference,2000,"('year',)"
"COSIMA- your smart, speaking E-salesperson","Werner Kie&#946;ling, Stefan Holland, Stefan Fischer, Thorsten Ehm",International Conference on Management of Data,2001,Managing Intervals Efficiently in Object-Relational Databases,"Hans-Peter Kriegel, Marco P&#246;tke, Thomas Seidl",SIGMOD Conference,2001,"('title', 'authors')"
"COSIMA- your smart, speaking E-salesperson","Werner Kie&#946;ling, Stefan Holland, Stefan Fischer, Thorsten Ehm",International Conference on Management of Data,2001,Managing Intervals Efficiently in Object-Relational Databases,"Werner Kie�ling, Thorsten Ehm, Stefan Holland, Stefan Fischer 0003",Very Large Data Bases,2001,"('title', 'venue')"
"COSIMA- your smart, speaking E-salesperson","Werner Kie&#946;ling, Stefan Holland, Stefan Fischer, Thorsten Ehm",International Conference on Management of Data,2001,Managing Intervals Efficiently in Object-Relational Databases,"Werner Kie�ling, Thorsten Ehm, Stefan Holland, Stefan Fischer 0003",SIGMOD Conference,2000,"('title', 'year')"
"COSIMA- your smart, speaking E-salesperson","Werner Kie&#946;ling, Stefan Holland, Stefan Fischer, Thorsten Ehm",International Conference on Management of Data,2001,"COSIMA - Your Smart, Speaking E-Salesperson","Hans-Peter Kriegel, Marco P&#246;tke, Thomas Seidl",SIGMOD Conference,2000,"('authors', 'year')"
"COSIMA- your smart, speaking E-salesperson","Werner Kie&#946;ling, Stefan Holland, Stefan Fischer, Thorsten Ehm",International Conference on Management of Data,2001,"COSIMA - Your Smart, Speaking E-Salesperson","Werner Kie�ling, Thorsten Ehm, Stefan Holland, Stefan Fischer 0003",Very Large Data Bases,2000,"('venue', 'year')"
"COSIMA- your smart, speaking E-salesperson","Werner Kie&#946;ling, Stefan Holland, Stefan Fischer, Thorsten Ehm",International Conference on Management of Data,2001,Managing Intervals Efficiently in Object-Relational Databases,"Hans-Peter Kriegel, Marco P&#246;tke, Thomas Seidl",Very Large Data Bases,2001,"('title', 'authors', 'venue')"
"COSIMA- your smart, speaking E-salesperson","Werner Kie&#946;ling, Stefan Holland, Stefan Fischer, Thorsten Ehm",International Conference on Management of Data,2001,Managing Intervals Efficiently in Object-Relational Databases,"Hans-Peter Kriegel, Marco P&#246;tke, Thomas Seidl",SIGMOD Conference,2000,"('title', 'authors', 'year')"
"COSIMA- your smart, speaking E-salesperson","Werner Kie&#946;ling, Stefan Holland, Stefan Fischer, Thorsten Ehm",International Conference on Management of Data,2001,Managing Intervals Efficiently in Object-Relational Databases,"Werner Kie�ling, Thorsten Ehm, Stefan Holland, Stefan Fischer 0003",Very Large Data Bases,2000,"('title', 'venue', 'year')"
"COSIMA- your smart, speaking E-salesperson","Werner Kie&#946;ling, Stefan Holland, Stefan Fischer, Thorsten Ehm",International Conference on Management of Data,2001,"COSIMA - Your Smart, Speaking E-Salesperson","Hans-Peter Kriegel, Marco P&#246;tke, Thomas Seidl",Very Large Data Bases,2000,"('authors', 'venue', 'year')"
Cache Conscious Indexing for Decision-Support in Main Memory,"Jun Rao, Kenneth A. Ross",Very Large Data Bases,1999,Tail recursion elimination in deductive databases,"Kenneth A. Ross, Jun Rao",VLDB,1999,"('title',)"
Cache Conscious Indexing for Decision-Support in Main Memory,"Jun Rao, Kenneth A. Ross",Very Large Data Bases,1999,Cache Conscious Indexing for Decision-Support in Main Memory,"Kenneth A. Ross, Jun Rao",VLDB,1996,"('year',)"
Cache Conscious Indexing for Decision-Support in Main Memory,"Jun Rao, Kenneth A. Ross",Very Large Data Bases,1999,Tail recursion elimination in deductive databases,Kenneth A. Ross,VLDB,1999,"('title', 'authors')"
Cache Conscious Indexing for Decision-Support in Main Memory,"Jun Rao, Kenneth A. Ross",Very Large Data Bases,1999,Tail recursion elimination in deductive databases,"Kenneth A. Ross, Jun Rao",ACM Transactions on Database Systems (TODS) ,1999,"('title', 'venue')"
Cache Conscious Indexing for Decision-Support in Main Memory,"Jun Rao, Kenneth A. Ross",Very Large Data Bases,1999,Tail recursion elimination in deductive databases,"Kenneth A. Ross, Jun Rao",VLDB,1996,"('title', 'year')"
Cache Conscious Indexing for Decision-Support in Main Memory,"Jun Rao, Kenneth A. Ross",Very Large Data Bases,1999,Cache Conscious Indexing for Decision-Support in Main Memory,Kenneth A. Ross,VLDB,1996,"('authors', 'year')"
Cache Conscious Indexing for Decision-Support in Main Memory,"Jun Rao, Kenneth A. Ross",Very Large Data Bases,1999,Cache Conscious Indexing for Decision-Support in Main Memory,"Kenneth A. Ross, Jun Rao",ACM Transactions on Database Systems (TODS) ,1996,"('venue', 'year')"
Cache Conscious Indexing for Decision-Support in Main Memory,"Jun Rao, Kenneth A. Ross",Very Large Data Bases,1999,Tail recursion elimination in deductive databases,Kenneth A. Ross,ACM Transactions on Database Systems (TODS) ,1999,"('title', 'authors', 'venue')"
Cache Conscious Indexing for Decision-Support in Main Memory,"Jun Rao, Kenneth A. Ross",Very Large Data Bases,1999,Tail recursion elimination in deductive databases,Kenneth A. Ross,VLDB,1996,"('title', 'authors', 'year')"
Cache Conscious Indexing for Decision-Support in Main Memory,"Jun Rao, Kenneth A. Ross",Very Large Data Bases,1999,Tail recursion elimination in deductive databases,"Kenneth A. Ross, Jun Rao",ACM Transactions on Database Systems (TODS) ,1996,"('title', 'venue', 'year')"
Cache Conscious Indexing for Decision-Support in Main Memory,"Jun Rao, Kenneth A. Ross",Very Large Data Bases,1999,Cache Conscious Indexing for Decision-Support in Main Memory,Kenneth A. Ross,ACM Transactions on Database Systems (TODS) ,1996,"('authors', 'venue', 'year')"
Exchanging Intensional XML Data,"Omar Benjelloun, Tova Milo, Serge Abiteboul, Frederic Dang Ngoc, Bernd Amann",SIGMOD Conference,2003,Datawarehousing Has More Colours Than Just Black & White,"Tova Milo, Serge Abiteboul, Bernd Amann, Omar Benjelloun, Fred Dang Ngoc",International Conference on Management of Data,2003,"('title',)"
Exchanging Intensional XML Data,"Omar Benjelloun, Tova Milo, Serge Abiteboul, Frederic Dang Ngoc, Bernd Amann",SIGMOD Conference,2003,Exchanging intensional XML data,"Tova Milo, Serge Abiteboul, Bernd Amann, Omar Benjelloun, Fred Dang Ngoc",International Conference on Management of Data,1999,"('year',)"
Exchanging Intensional XML Data,"Omar Benjelloun, Tova Milo, Serge Abiteboul, Frederic Dang Ngoc, Bernd Amann",SIGMOD Conference,2003,Datawarehousing Has More Colours Than Just Black & White,"Thomas Zurek, Markus Sinnwell",International Conference on Management of Data,2003,"('title', 'authors')"
Exchanging Intensional XML Data,"Omar Benjelloun, Tova Milo, Serge Abiteboul, Frederic Dang Ngoc, Bernd Amann",SIGMOD Conference,2003,Datawarehousing Has More Colours Than Just Black & White,"Tova Milo, Serge Abiteboul, Bernd Amann, Omar Benjelloun, Fred Dang Ngoc",VLDB,2003,"('title', 'venue')"
Exchanging Intensional XML Data,"Omar Benjelloun, Tova Milo, Serge Abiteboul, Frederic Dang Ngoc, Bernd Amann",SIGMOD Conference,2003,Datawarehousing Has More Colours Than Just Black & White,"Tova Milo, Serge Abiteboul, Bernd Amann, Omar Benjelloun, Fred Dang Ngoc",International Conference on Management of Data,1999,"('title', 'year')"
Exchanging Intensional XML Data,"Omar Benjelloun, Tova Milo, Serge Abiteboul, Frederic Dang Ngoc, Bernd Amann",SIGMOD Conference,2003,Exchanging intensional XML data,"Thomas Zurek, Markus Sinnwell",VLDB,2003,"('authors', 'venue')"
Exchanging Intensional XML Data,"Omar Benjelloun, Tova Milo, Serge Abiteboul, Frederic Dang Ngoc, Bernd Amann",SIGMOD Conference,2003,Exchanging intensional XML data,"Thomas Zurek, Markus Sinnwell",International Conference on Management of Data,1999,"('authors', 'year')"
Exchanging Intensional XML Data,"Omar Benjelloun, Tova Milo, Serge Abiteboul, Frederic Dang Ngoc, Bernd Amann",SIGMOD Conference,2003,Exchanging intensional XML data,"Tova Milo, Serge Abiteboul, Bernd Amann, Omar Benjelloun, Fred Dang Ngoc",VLDB,1999,"('venue', 'year')"
Exchanging Intensional XML Data,"Omar Benjelloun, Tova Milo, Serge Abiteboul, Frederic Dang Ngoc, Bernd Amann",SIGMOD Conference,2003,Datawarehousing Has More Colours Than Just Black & White,"Thomas Zurek, Markus Sinnwell",VLDB,2003,"('title', 'authors', 'venue')"
Exchanging Intensional XML Data,"Omar Benjelloun, Tova Milo, Serge Abiteboul, Frederic Dang Ngoc, Bernd Amann",SIGMOD Conference,2003,Datawarehousing Has More Colours Than Just Black & White,"Thomas Zurek, Markus Sinnwell",International Conference on Management of Data,1999,"('title', 'authors', 'year')"
Exchanging Intensional XML Data,"Omar Benjelloun, Tova Milo, Serge Abiteboul, Frederic Dang Ngoc, Bernd Amann",SIGMOD Conference,2003,Datawarehousing Has More Colours Than Just Black & White,"Tova Milo, Serge Abiteboul, Bernd Amann, Omar Benjelloun, Fred Dang Ngoc",VLDB,1999,"('title', 'venue', 'year')"
