ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes
Analysis of existing databases at the logical level: the DBA companion project,"Fabien De Marchi, Jean-Marc Petit, Farouk Toumani, St�phane Lopes",SIGMOD Record,2003,Analysis of existing databases at the logical level: the DBA companion project,Mario A. Nascimento,ACM SIGMOD Record ,2003,"('title', 'venue', 'year')"
Analysis of existing databases at the logical level: the DBA companion project,"Fabien De Marchi, Jean-Marc Petit, Farouk Toumani, St�phane Lopes",SIGMOD Record,2003,Analysis of existing databases at the logical level: the DBA companion project,"Fabien De Marchi, St&#233;phane Lopes, Jean-Marc Petit, Farouk Toumani",SIGMOD Conference,2003,"('title', 'authors')"
Analysis of existing databases at the logical level: the DBA companion project,"Fabien De Marchi, Jean-Marc Petit, Farouk Toumani, St�phane Lopes",SIGMOD Record,2003,Analysis of existing databases at the logical level: the DBA companion project,"Jennifer Widom, Mayur Datar, Shivnath Babu, Justin Rosenstein, Itaru Nishizawa, Arvind Arasu, Keith Ito, Brian Babcock",ACM SIGMOD Record ,2003,"('title', 'venue')"
Analysis of existing databases at the logical level: the DBA companion project,"Fabien De Marchi, Jean-Marc Petit, Farouk Toumani, St�phane Lopes",SIGMOD Record,2003,STREAM: The Stanford Stream Data Manager,"Fabien De Marchi, St&#233;phane Lopes, Jean-Marc Petit, Farouk Toumani",ACM SIGMOD Record ,2003,"('authors', 'venue')"
Analysis of existing databases at the logical level: the DBA companion project,"Fabien De Marchi, Jean-Marc Petit, Farouk Toumani, St�phane Lopes",SIGMOD Record,2003,Analysis of existing databases at the logical level: the DBA companion project,"Fabien De Marchi, St&#233;phane Lopes, Jean-Marc Petit, Farouk Toumani",ACM SIGMOD Record ,2003,"('title', 'authors', 'venue')"
Analysis of existing databases at the logical level: the DBA companion project,"Fabien De Marchi, Jean-Marc Petit, Farouk Toumani, St�phane Lopes",SIGMOD Record,2003,Analysis of existing databases at the logical level: the DBA companion project,"Fabien De Marchi, St&#233;phane Lopes, Jean-Marc Petit, Farouk Toumani",SIGMOD Conference,2003,"('title', 'authors', 'year')"
Analysis of existing databases at the logical level: the DBA companion project,"Fabien De Marchi, Jean-Marc Petit, Farouk Toumani, St�phane Lopes",SIGMOD Record,2003,Analysis of existing databases at the logical level: the DBA companion project,"Jennifer Widom, Mayur Datar, Shivnath Babu, Justin Rosenstein, Itaru Nishizawa, Arvind Arasu, Keith Ito, Brian Babcock",ACM SIGMOD Record ,2003,"('title', 'venue', 'year')"
Analysis of existing databases at the logical level: the DBA companion project,"Fabien De Marchi, Jean-Marc Petit, Farouk Toumani, St�phane Lopes",SIGMOD Record,2003,STREAM: The Stanford Stream Data Manager,"Fabien De Marchi, St&#233;phane Lopes, Jean-Marc Petit, Farouk Toumani",ACM SIGMOD Record ,2003,"('authors', 'venue', 'year')"
Analysis of existing databases at the logical level: the DBA companion project,"Fabien De Marchi, Jean-Marc Petit, Farouk Toumani, St�phane Lopes",SIGMOD Record,2003,Analysis of existing databases at the logical level: the DBA companion project,"Rajeev Motwani, Aristides Gionis, Piotr Indyk",VLDB,2003,"('title', 'year')"
Analysis of existing databases at the logical level: the DBA companion project,"Fabien De Marchi, Jean-Marc Petit, Farouk Toumani, St�phane Lopes",SIGMOD Record,2003,Analysis of existing databases at the logical level: the DBA companion project,"Fabien De Marchi, St&#233;phane Lopes, Jean-Marc Petit, Farouk Toumani",VLDB,2003,"('title', 'authors', 'year')"
Analysis of existing databases at the logical level: the DBA companion project,"Fabien De Marchi, Jean-Marc Petit, Farouk Toumani, St�phane Lopes",SIGMOD Record,2003,Analysis of existing databases at the logical level: the DBA companion project,"Rajeev Motwani, Aristides Gionis, Piotr Indyk",ACM SIGMOD Record ,2003,"('title', 'venue', 'year')"
Merging Ranks from Heterogeneous Internet Sources,"Luis Gravano, Hector Garcia-Molina",Very Large Data Bases,1997,Merging Ranks from Heterogeneous Internet Sources,"B. Liskov, A. Adya, M. Castro, S. Ghemawat, R. Gruber, U. Maheshwari, A. C. Myers, M. Day, L. Shrira",International Conference on Management of Data,1997,"('title', 'year')"
Merging Ranks from Heterogeneous Internet Sources,"Luis Gravano, Hector Garcia-Molina",Very Large Data Bases,1997,Merging Ranks from Heterogeneous Internet Sources,"Hector Garcia-Molina, Luis Gravano",International Conference on Management of Data,1997,"('title', 'authors', 'year')"
Merging Ranks from Heterogeneous Internet Sources,"Luis Gravano, Hector Garcia-Molina",Very Large Data Bases,1997,Merging Ranks from Heterogeneous Internet Sources,"B. Liskov, A. Adya, M. Castro, S. Ghemawat, R. Gruber, U. Maheshwari, A. C. Myers, M. Day, L. Shrira",VLDB,1997,"('title', 'venue', 'year')"
Merging Ranks from Heterogeneous Internet Sources,"Luis Gravano, Hector Garcia-Molina",Very Large Data Bases,1997,Safe and efficient sharing of persistent objects in Thor,"Hector Garcia-Molina, Luis Gravano",VLDB,1997,"('authors', 'venue', 'year')"
Seeking the Truth About ad hoc Join Costs,"Amit Shukla, Miron Livny, Michael J. Carey, Laura M. Haas",VLDB J.,1997,Sing the truth about ad hoc join costs,"Arnaud Sahuguet, Fabien Azavant",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1997,"('title', 'venue', 'year')"
Sing the truth about ad hoc join costs,"Laura M. Haas, Michael J. Carey, Miron Livny, Amit Shukla",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1997,Seeking the Truth About ad hoc Join Costs,"Sergey Brin, James Davis, H&#233;ctor Garc&#237;a-Molina",VLDB J.,1997,"('title', 'venue', 'year')"
User-oriented smart-cache for the Web: what you seek is what you get!,"Zo&#233; Lacroix, Arnaud Sahuguet, Raman Chandrasekar",International Conference on Management of Data,1998,User-oriented smart-cache for the Web: What You Seek is What You Get!,"Sudhir G. Rao, Antonio Badia, Dirk van Gucht",SIGMOD Conference,1998,"('title', 'venue', 'year')"
A metadatabase system for semantic image search by a mathematical model of meaning,"Yasushi Kiyoki, Takashi Kitagawa, Takanari Hayama",ACM SIGMOD Record ,1994,A Metadatabase System for Semantic Image Search by a Mathematical Model of Meaning,"Yasushi Kiyoki, Takanari Hayama, Takashi Kitagawa",International Conference on Management of Data,1994,"('title', 'authors', 'year')"
A metadatabase system for semantic image search by a mathematical model of meaning,"Yasushi Kiyoki, Takashi Kitagawa, Takanari Hayama",ACM SIGMOD Record ,1994,Using sets of feature vectors for similarity search on voxelized CAD objects,"Yasushi Kiyoki, Takanari Hayama, Takashi Kitagawa",SIGMOD Record,1994,"('authors', 'venue', 'year')"
Formal semantics and analysis of object queries,G. M. Bierman,International Conference on Management of Data,2003,Formal semantics and analysis of object queries,"Dennis Shasha, Philippe Bonnet",SIGMOD Conference,2003,"('title', 'venue', 'year')"
Query processing techniques for arrays,"Arunprasad P. Marathe, Kenneth Salem",VLDB J.,2002,Query processing techniques for arrays,"Arunprasad P. Marathe, Kenneth Salem",VLDB,2002,"('title', 'authors', 'year')"
Query processing techniques for arrays,"Arunprasad P. Marathe, Kenneth Salem",VLDB J.,2002,Query processing techniques for arrays,"Vasilis Vassalos, Janet L. Wiener, Michael Rys, Serge Abiteboul, Jason McHugh",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2002,"('title', 'venue', 'year')"
Query processing techniques for arrays,"Arunprasad P. Marathe, Kenneth Salem",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2002,Query processing techniques for arrays,"Arunprasad P. Marathe, Kenneth Salem",International Conference on Management of Data,2002,"('title', 'authors', 'year')"
Query processing techniques for arrays,"Arunprasad P. Marathe, Kenneth Salem",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2002,Query processing techniques for arrays,"Daniela Florescu, Alon Levy, Ioana Manolescu, Dan Suciu",VLDB J.,2002,"('title', 'venue', 'year')"
Query processing techniques for arrays,"Arunprasad P. Marathe, Kenneth Salem",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2002,Query optimization in the presence of limited access patterns,"Arunprasad P. Marathe, Kenneth Salem",VLDB J.,2002,"('authors', 'venue', 'year')"
A componentized architecture for dynamic electronic markets,"Benny Reich, Israel Ben-Shaul",ACM SIGMOD Record ,1998,A Componentized Architecture for Dynamic Electronic Markets,Curtis E. Dyreson,Very Large Data Bases,1998,"('title', 'year')"
A componentized architecture for dynamic electronic markets,"Benny Reich, Israel Ben-Shaul",ACM SIGMOD Record ,1998,A Componentized Architecture for Dynamic Electronic Markets,"Israel Ben-Shaul, Benny Reich",Very Large Data Bases,1998,"('title', 'authors', 'year')"
A componentized architecture for dynamic electronic markets,"Benny Reich, Israel Ben-Shaul",ACM SIGMOD Record ,1998,A Componentized Architecture for Dynamic Electronic Markets,Curtis E. Dyreson,SIGMOD Record,1998,"('title', 'venue', 'year')"
A componentized architecture for dynamic electronic markets,"Benny Reich, Israel Ben-Shaul",ACM SIGMOD Record ,1998,Information Retrieval from an Incomplete Data Cube,"Israel Ben-Shaul, Benny Reich",SIGMOD Record,1998,"('authors', 'venue', 'year')"
Data Mining in the Bioinformatics Domain,Shalom Tsur,VLDB,2000,Data Mining in the Bioinformatics Domain,Shalom Tsur,SIGMOD Record,2000,"('title', 'authors')"
Data Mining in the Bioinformatics Domain,Shalom Tsur,VLDB,2000,Data Mining in the Bioinformatics Domain,"Dan Suciu, Hartmut Liefke",Very Large Data Bases,2000,"('title', 'venue')"
Data Mining in the Bioinformatics Domain,Shalom Tsur,VLDB,2000,Data Mining in the Bioinformatics Domain,Shalom Tsur,Very Large Data Bases,2000,"('title', 'authors', 'venue')"
Data Mining in the Bioinformatics Domain,Shalom Tsur,VLDB,2000,Data Mining in the Bioinformatics Domain,Shalom Tsur,SIGMOD Record,2000,"('title', 'authors', 'year')"
Data Mining in the Bioinformatics Domain,Shalom Tsur,VLDB,2000,Data Mining in the Bioinformatics Domain,"Dan Suciu, Hartmut Liefke",Very Large Data Bases,2000,"('title', 'venue', 'year')"
Bluetooth-based sensor networks,"Philippe Bonnet, Allan Beaufour, Mads Bondo Dydensborg, Martin Leopold",SIGMOD Record,2003,Spatial Operators,"Eliseo Clementini, Paolino Di Felice",ACM SIGMOD Record ,2003,"('venue', 'year')"
Bluetooth-based sensor networks,"Philippe Bonnet, Allan Beaufour, Mads Bondo Dydensborg, Martin Leopold",SIGMOD Record,2003,Bluetooth-based sensor networks,"Philippe Bonnet, Allan Beaufour, Mads Bondo Dydensborg, Martin Leopold",SIGMOD Record,2003,"('title', 'authors', 'year')"
Bluetooth-based sensor networks,"Philippe Bonnet, Allan Beaufour, Mads Bondo Dydensborg, Martin Leopold",SIGMOD Record,2003,Bluetooth-based sensor networks,"Eliseo Clementini, Paolino Di Felice",ACM SIGMOD Record ,2003,"('title', 'venue', 'year')"
Bluetooth-based sensor networks,"Philippe Bonnet, Allan Beaufour, Mads Bondo Dydensborg, Martin Leopold",SIGMOD Record,2003,Spatial Operators,"Philippe Bonnet, Allan Beaufour, Mads Bondo Dydensborg, Martin Leopold",ACM SIGMOD Record ,2003,"('authors', 'venue', 'year')"
Bluetooth-based sensor networks,"Philippe Bonnet, Allan Beaufour, Mads Bondo Dydensborg, Martin Leopold",ACM SIGMOD Record ,2003,Bluetooth-based sensor networks,"Philippe Bonnet, Allan Beaufour, Mads Bondo Dydensborg, Martin Leopold",International Conference on Management of Data,2003,"('title', 'authors', 'year')"
Bluetooth-based sensor networks,"Philippe Bonnet, Allan Beaufour, Mads Bondo Dydensborg, Martin Leopold",ACM SIGMOD Record ,2003,Minimization of tree pattern queries,"Philippe Bonnet, Allan Beaufour, Mads Bondo Dydensborg, Martin Leopold",SIGMOD Record,2003,"('authors', 'venue', 'year')"
METU Object-Oriented DBMS,"Cetin Ozkan, Cem Evrendilek, Yuksel Saygin, Ilker Altintas, Ismailcem Budak Arpinar, Mehmet Altinel, Tansel Okay, Ilker Durusoy, Asuman Dogac",SIGMOD Conference,1994,METU object-oriented DBMS,Won Kim,International Conference on Management of Data,1994,"('title', 'venue')"
METU Object-Oriented DBMS,"Cetin Ozkan, Cem Evrendilek, Yuksel Saygin, Ilker Altintas, Ismailcem Budak Arpinar, Mehmet Altinel, Tansel Okay, Ilker Durusoy, Asuman Dogac",SIGMOD Conference,1994,METU object-oriented DBMS,"Asuman Dogac, Budak Arpinar, Cem Evrendilek, Cetin Ozkan, Ilker Altintas, Ilker Durusoy, Mehmet Altinel, Tansel Okay, Yuksel Saygin",International Conference on Management of Data,1994,"('title', 'authors', 'venue')"
METU Object-Oriented DBMS,"Cetin Ozkan, Cem Evrendilek, Yuksel Saygin, Ilker Altintas, Ismailcem Budak Arpinar, Mehmet Altinel, Tansel Okay, Ilker Durusoy, Asuman Dogac",SIGMOD Conference,1994,METU object-oriented DBMS,Won Kim,International Conference on Management of Data,1994,"('title', 'venue', 'year')"
METU Object-Oriented DBMS,"Cetin Ozkan, Cem Evrendilek, Yuksel Saygin, Ilker Altintas, Ismailcem Budak Arpinar, Mehmet Altinel, Tansel Okay, Ilker Durusoy, Asuman Dogac",SIGMOD Conference,1994,METU object-oriented DBMS,"Asuman Dogac, Budak Arpinar, Cem Evrendilek, Cetin Ozkan, Ilker Altintas, Ilker Durusoy, Mehmet Altinel, Tansel Okay, Yuksel Saygin",SIGMOD Record,1994,"('title', 'authors')"
METU Object-Oriented DBMS,"Cetin Ozkan, Cem Evrendilek, Yuksel Saygin, Ilker Altintas, Ismailcem Budak Arpinar, Mehmet Altinel, Tansel Okay, Ilker Durusoy, Asuman Dogac",SIGMOD Conference,1994,METU object-oriented DBMS,"Hans-J�rg Schek, Moira C. Norrie, Gerhard Weikum, Stephen Blott",International Conference on Management of Data,1994,"('title', 'venue')"
METU Object-Oriented DBMS,"Cetin Ozkan, Cem Evrendilek, Yuksel Saygin, Ilker Altintas, Ismailcem Budak Arpinar, Mehmet Altinel, Tansel Okay, Ilker Durusoy, Asuman Dogac",SIGMOD Conference,1994,METU object-oriented DBMS,"Asuman Dogac, Budak Arpinar, Cem Evrendilek, Cetin Ozkan, Ilker Altintas, Ilker Durusoy, Mehmet Altinel, Tansel Okay, Yuksel Saygin",International Conference on Management of Data,1994,"('title', 'authors', 'venue')"
METU Object-Oriented DBMS,"Cetin Ozkan, Cem Evrendilek, Yuksel Saygin, Ilker Altintas, Ismailcem Budak Arpinar, Mehmet Altinel, Tansel Okay, Ilker Durusoy, Asuman Dogac",SIGMOD Conference,1994,METU object-oriented DBMS,"Asuman Dogac, Budak Arpinar, Cem Evrendilek, Cetin Ozkan, Ilker Altintas, Ilker Durusoy, Mehmet Altinel, Tansel Okay, Yuksel Saygin",SIGMOD Record,1994,"('title', 'authors', 'year')"
METU Object-Oriented DBMS,"Cetin Ozkan, Cem Evrendilek, Yuksel Saygin, Ilker Altintas, Ismailcem Budak Arpinar, Mehmet Altinel, Tansel Okay, Ilker Durusoy, Asuman Dogac",SIGMOD Conference,1994,METU object-oriented DBMS,"Hans-J�rg Schek, Moira C. Norrie, Gerhard Weikum, Stephen Blott",International Conference on Management of Data,1994,"('title', 'venue', 'year')"
METU object-oriented DBMS,"Asuman Dogac, Budak Arpinar, Cem Evrendilek, Cetin Ozkan, Ilker Altintas, Ilker Durusoy, Mehmet Altinel, Tansel Okay, Yuksel Saygin",International Conference on Management of Data,1994,METU Object-Oriented DBMS,"Cetin Ozkan, Cem Evrendilek, Yuksel Saygin, Ilker Altintas, Ismailcem Budak Arpinar, Mehmet Altinel, Tansel Okay, Ilker Durusoy, Asuman Dogac",Very Large Data Bases,1994,"('title', 'authors', 'year')"
METU object-oriented DBMS,"Asuman Dogac, Budak Arpinar, Cem Evrendilek, Cetin Ozkan, Ilker Altintas, Ilker Durusoy, Mehmet Altinel, Tansel Okay, Yuksel Saygin",International Conference on Management of Data,1994,METU Object-Oriented DBMS,Anil Nori,SIGMOD Conference,1994,"('title', 'venue', 'year')"
In memory of Bob Kooi (1951-1993),Michael Stonebraker,ACM SIGMOD Record ,1994,In Memory of Bob Kooi (1951-1993),Michael Stonebraker,International Conference on Management of Data,1994,"('title', 'authors', 'year')"
In memory of Bob Kooi (1951-1993),Michael Stonebraker,ACM SIGMOD Record ,1994,In Memory of Bob Kooi (1951-1993),"Phillippe Bonnet, Kyle Buza, Zhiyuan Chan, Victor Cheng, Randolph Chung, Takako Hickey, Ryan Kennedy, Daniel Mahashin, Tobias Mayr, Ivan Oprencak, Praveen Seshadri, Hubert Siu",SIGMOD Record,1994,"('title', 'venue', 'year')"
In memory of Bob Kooi (1951-1993),Michael Stonebraker,ACM SIGMOD Record ,1994,The Cornell Jaguar project: adding mobility to PREDATOR,Michael Stonebraker,SIGMOD Record,1994,"('authors', 'venue', 'year')"
Congressional samples for approximate answering of group-by queries,"Swarup Acharya, Phillip B. Gibbons, Viswanath Poosala",International Conference on Management of Data,2000,Congressional Samples for Approximate Answering of Group-By Queries,Sandeepan Banerjee,Very Large Data Bases,2000,"('title',)"
Congressional samples for approximate answering of group-by queries,"Swarup Acharya, Phillip B. Gibbons, Viswanath Poosala",International Conference on Management of Data,2000,Congressional Samples for Approximate Answering of Group-By Queries,"Viswanath Poosala, Swarup Acharya, Phillip B. Gibbons",Very Large Data Bases,2000,"('title', 'authors')"
Congressional samples for approximate answering of group-by queries,"Swarup Acharya, Phillip B. Gibbons, Viswanath Poosala",International Conference on Management of Data,2000,Congressional Samples for Approximate Answering of Group-By Queries,Sandeepan Banerjee,SIGMOD Conference,2000,"('title', 'venue')"
Congressional samples for approximate answering of group-by queries,"Swarup Acharya, Phillip B. Gibbons, Viswanath Poosala",International Conference on Management of Data,2000,Congressional Samples for Approximate Answering of Group-By Queries,Sandeepan Banerjee,Very Large Data Bases,2000,"('title', 'year')"
Congressional samples for approximate answering of group-by queries,"Swarup Acharya, Phillip B. Gibbons, Viswanath Poosala",International Conference on Management of Data,2000,Congressional Samples for Approximate Answering of Group-By Queries,"Viswanath Poosala, Swarup Acharya, Phillip B. Gibbons",SIGMOD Conference,2000,"('title', 'authors', 'venue')"
Congressional samples for approximate answering of group-by queries,"Swarup Acharya, Phillip B. Gibbons, Viswanath Poosala",International Conference on Management of Data,2000,Congressional Samples for Approximate Answering of Group-By Queries,"Viswanath Poosala, Swarup Acharya, Phillip B. Gibbons",Very Large Data Bases,2000,"('title', 'authors', 'year')"
Congressional samples for approximate answering of group-by queries,"Swarup Acharya, Phillip B. Gibbons, Viswanath Poosala",International Conference on Management of Data,2000,Congressional Samples for Approximate Answering of Group-By Queries,Sandeepan Banerjee,SIGMOD Conference,2000,"('title', 'venue', 'year')"
Temporal statement modifiers,"Michael H. B&#246;hlen, Christian S. Jensen, Richard Thomas Snodgrass",ACM Transactions on Database Systems (TODS) ,2000,Temporal statement modifiers,"Richard T. Snodgrass, Christian S. Jensen, Michael H. B�hlen",International Conference on Management of Data,2000,"('title', 'authors', 'year')"
Temporal statement modifiers,"Michael H. B&#246;hlen, Christian S. Jensen, Richard Thomas Snodgrass",ACM Transactions on Database Systems (TODS) ,2000,Temporal statement modifiers,"Sudhir G. Rao, Antonio Badia, Dirk van Gucht",ACM Trans. Database Syst.,2000,"('title', 'venue', 'year')"
Temporal statement modifiers,"Michael H. B&#246;hlen, Christian S. Jensen, Richard Thomas Snodgrass",ACM Transactions on Database Systems (TODS) ,2000,Providing better support for a class of decision support queries,"Richard T. Snodgrass, Christian S. Jensen, Michael H. B�hlen",ACM Trans. Database Syst.,2000,"('authors', 'venue', 'year')"
QURSED: querying and reporting semistructured data,"Yannis Papakonstantinou, Michalis Petropoulos, Vasilis Vassalos",SIGMOD Conference,2002,QURSED: querying and reporting semistructured data,"Yannis Papakonstantinou, Michalis Petropoulos, Vasilis Vassalos",SIGMOD Conference,2002,"('title', 'authors', 'year')"
QURSED: querying and reporting semistructured data,"Yannis Papakonstantinou, Michalis Petropoulos, Vasilis Vassalos",SIGMOD Conference,2002,QURSED: querying and reporting semistructured data,"Bertram Lud�scher, Maryann E. Martone, Amarnath Gupta",International Conference on Management of Data,2002,"('title', 'venue', 'year')"
QURSED: querying and reporting semistructured data,"Yannis Papakonstantinou, Michalis Petropoulos, Vasilis Vassalos",SIGMOD Conference,2002,BIRN-M: A Semantic Mediator for Solving Real-World Neuroscience Problems,"Yannis Papakonstantinou, Michalis Petropoulos, Vasilis Vassalos",International Conference on Management of Data,2002,"('authors', 'venue', 'year')"
QURSED: querying and reporting semistructured data,"Yannis Papakonstantinou, Michalis Petropoulos, Vasilis Vassalos",International Conference on Management of Data,2002,QURSED: querying and reporting semistructured data,"Yannis Papakonstantinou, Michalis Petropoulos, Vasilis Vassalos",Very Large Data Bases,2002,"('title', 'authors', 'year')"
QURSED: querying and reporting semistructured data,"Yannis Papakonstantinou, Michalis Petropoulos, Vasilis Vassalos",International Conference on Management of Data,2002,QURSED: querying and reporting semistructured data,"Rasa Bliujute, Christian S. Jensen, Simonas Saltenis, Giedrius Slivinskas",SIGMOD Conference,2002,"('title', 'venue', 'year')"
Beyond Market Baskets: Generalizing Association Rules to Correlations,"Rajeev Motwani, Sergey Brin, Craig Silverstein",SIGMOD Conference,1997,Beyond market baskets: generalizing association rules to correlations,"Sergey Brin, Rajeev Motwani, Craig Silverstein",SIGMOD Conference,1997,"('title', 'authors', 'year')"
Beyond Market Baskets: Generalizing Association Rules to Correlations,"Rajeev Motwani, Sergey Brin, Craig Silverstein",SIGMOD Conference,1997,Beyond market baskets: generalizing association rules to correlations,"Etzard Stolte, Thomas R. Gross, Gustavo Alonso, Christoph von Praun",International Conference on Management of Data,1997,"('title', 'venue', 'year')"
Beyond market baskets: generalizing association rules to correlations,"Sergey Brin, Rajeev Motwani, Craig Silverstein",International Conference on Management of Data,1997,Beyond Market Baskets: Generalizing Association Rules to Correlations,"Rajeev Motwani, Sergey Brin, Craig Silverstein",ACM SIGMOD Record ,1997,"('title', 'authors', 'year')"
Beyond market baskets: generalizing association rules to correlations,"Sergey Brin, Rajeev Motwani, Craig Silverstein",International Conference on Management of Data,1997,Beyond Market Baskets: Generalizing Association Rules to Correlations,Alexandros Labrinidis,SIGMOD Conference,1997,"('title', 'venue', 'year')"
Book Review Column,Karl Aberer,SIGMOD Record,2001,Book review column,"Nectaria Tryfona, Thanasis Hadzilacos",ACM SIGMOD Record ,2001,"('title', 'venue', 'year')"
Data Warehouse Configuration,"Dimitri Theodoratos, Timos K. Sellis",Very Large Data Bases,1997,Data Warehouse Configuration,Stanley Y. W. Su,VLDB,1997,"('title', 'venue', 'year')"
Nonstop SQL: scalability and availability for decision support,Susanne Englert,International Conference on Management of Data,1994,NonStop SQL: Scalability and Availability for Decision Support,"Michael J. Carey, Nelson M. Mattos, Anil K. Nori",SIGMOD Conference,1994,"('title', 'venue', 'year')"
Nonstop SQL: scalability and availability for decision support,Susanne Englert,International Conference on Management of Data,1994,"Object-relational database systems (tutorial): principles, products and challenges",Susanne Englert,SIGMOD Conference,1994,"('authors', 'venue', 'year')"
On completeness of historical relational query languages,"James Clifford, Albert Croker, Alexander Tuzhilin",ACM Transactions on Database Systems (TODS) ,1994,On Completeness of Historical Relational Query Languages,"James Clifford, Albert Croker, Alexander Tuzhilin",ACM SIGMOD Record ,1994,"('title', 'authors', 'year')"
What Will Be - Book Review,Paul W. P. J. Grefen,SIGMOD Record,2002,What will be,James Geller,ACM SIGMOD Record ,2002,"('title', 'venue')"
What Will Be - Book Review,Paul W. P. J. Grefen,SIGMOD Record,2002,What will be,Michael Dertouzos,ACM SIGMOD Record ,2002,"('title', 'authors', 'venue')"
What Will Be - Book Review,Paul W. P. J. Grefen,SIGMOD Record,2002,What will be,James Geller,ACM SIGMOD Record ,2002,"('title', 'venue', 'year')"
What Will Be - Book Review,Paul W. P. J. Grefen,SIGMOD Record,2002,What will be,"Roger S. Barga, David B. Lomet",ACM SIGMOD Record ,2002,"('title', 'venue')"
What Will Be - Book Review,Paul W. P. J. Grefen,SIGMOD Record,2002,What will be,Michael Dertouzos,ACM SIGMOD Record ,2002,"('title', 'authors', 'venue')"
What Will Be - Book Review,Paul W. P. J. Grefen,SIGMOD Record,2002,What will be,"Roger S. Barga, David B. Lomet",ACM SIGMOD Record ,2002,"('title', 'venue', 'year')"
"Mining the world wide web: an information search approach by George Chang, Marcus J. Healey (editor), James A. M. McHugh, Jason T. L. Wang",Aris Ouksel,ACM SIGMOD Record ,2002,Mining the World Wide Web: An Information Search Approach - Book Review,Aris M. Ouksel,International Conference on Management of Data,2002,"('title', 'authors', 'year')"
"Mining the world wide web: an information search approach by George Chang, Marcus J. Healey (editor), James A. M. McHugh, Jason T. L. Wang",Aris Ouksel,ACM SIGMOD Record ,2002,Mining the World Wide Web: An Information Search Approach - Book Review,"Kenneth Salem, Kevin Beyer, Bruce Lindsay, Roberta Cochrane",SIGMOD Record,2002,"('title', 'venue', 'year')"
"Mining the world wide web: an information search approach by George Chang, Marcus J. Healey (editor), James A. M. McHugh, Jason T. L. Wang",Aris Ouksel,ACM SIGMOD Record ,2002,How to roll a join: asynchronous incremental view maintenance,Aris M. Ouksel,SIGMOD Record,2002,"('authors', 'venue', 'year')"
An Adaptive Hybrid Server Architecture for Client Caching ODBMSs,"Kaladhar Voruganti, M. Tamer &#214;zsu, Ronald C. Unrau",Very Large Data Bases,1999,An Adaptive Hybrid Server Architecture for Client Caching ODBMSs,Karl Aberer,ACM SIGMOD Record ,1999,"('title', 'year')"
An Adaptive Hybrid Server Architecture for Client Caching ODBMSs,"Kaladhar Voruganti, M. Tamer &#214;zsu, Ronald C. Unrau",Very Large Data Bases,1999,An Adaptive Hybrid Server Architecture for Client Caching ODBMSs,"M. Tamer �zsu, Kaladhar Voruganti, Ronald C. Unrau",ACM SIGMOD Record ,1999,"('title', 'authors', 'year')"
An Adaptive Hybrid Server Architecture for Client Caching ODBMSs,"Kaladhar Voruganti, M. Tamer &#214;zsu, Ronald C. Unrau",Very Large Data Bases,1999,An Adaptive Hybrid Server Architecture for Client Caching ODBMSs,Karl Aberer,VLDB,1999,"('title', 'venue', 'year')"
Agent-Oriented software engineering report on the 4th AOSE workshop (AOSE 2003),Paolo Giorgini,SIGMOD Record,2003,Agent-Oriented software engineering report on the 4th AOSE workshop (AOSE 2003),Paolo Giorgini,SIGMOD Record,2003,"('title', 'authors')"
Agent-Oriented software engineering report on the 4th AOSE workshop (AOSE 2003),Paolo Giorgini,SIGMOD Record,2003,Agent-Oriented software engineering report on the 4th AOSE workshop (AOSE 2003),"Georg Gottlob, Christoph Koch, Reinhard Pichler",ACM SIGMOD Record ,2003,"('title', 'venue')"
Agent-Oriented software engineering report on the 4th AOSE workshop (AOSE 2003),Paolo Giorgini,SIGMOD Record,2003,Agent-Oriented software engineering report on the 4th AOSE workshop (AOSE 2003),Paolo Giorgini,ACM SIGMOD Record ,2003,"('title', 'authors', 'venue')"
Agent-Oriented software engineering report on the 4th AOSE workshop (AOSE 2003),Paolo Giorgini,SIGMOD Record,2003,Agent-Oriented software engineering report on the 4th AOSE workshop (AOSE 2003),Paolo Giorgini,SIGMOD Record,2003,"('title', 'authors', 'year')"
Agent-Oriented software engineering report on the 4th AOSE workshop (AOSE 2003),Paolo Giorgini,SIGMOD Record,2003,Agent-Oriented software engineering report on the 4th AOSE workshop (AOSE 2003),"Georg Gottlob, Christoph Koch, Reinhard Pichler",ACM SIGMOD Record ,2003,"('title', 'venue', 'year')"
Agent-Oriented software engineering report on the 4th AOSE workshop (AOSE 2003),Paolo Giorgini,SIGMOD Record,2003,Agent-Oriented software engineering report on the 4th AOSE workshop (AOSE 2003),Paolo Giorgini,VLDB,2003,"('title', 'authors', 'year')"
