ele,label,lat,lon,ontology,type,typeDetail,id
,Toledo,39.8581,-4.02263,http://sws.geonames.org/,"city, village,...",,515
,Hunts Point (NYC),40.8126,-73.884,http://data.nytimes.com/,,,516
,Dominical (Costa Rica),9.25,-83.8667,http://data.nytimes.com/,,,533
,Dominical,9.25,-83.8667,http://dbpedia.org/,,,534
,Sago (West Va),38.9143,-80.2301,http://data.nytimes.com/,,,536
,sago west virginia,38.9143,-80.2301,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown']",,537
,Falls Village,41.9559,-73.3632,http://sws.geonames.org/,"city, village,...",populated place,545
,Dragor (Denmark),55.5945,12.6664,http://data.nytimes.com/,,,565
,SoHo (NYC),40.7224,-73.9996,http://data.nytimes.com/,,,569
,bristol,51.46,-2.6,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.administrative_division', 'http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.uk_statistical_location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region', 'http://rdf.freebase.com/ns/location.uk_unitary_authority']",,572
,Montecito (Calif),34.4367,-119.632,http://data.nytimes.com/,,,579
,"Montecito, California",,,http://dbpedia.org/,"['http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,580
,Scottsdale,33.5092,-111.899,http://sws.geonames.org/,"city, village,...",populated place,596
,Hyderabad,17.3753,78.4744,http://sws.geonames.org/,"city, village,...",,609
,Jackson (Miss),32.2988,-90.1848,http://data.nytimes.com/,,,613
,jackson,32.2986,-90.1847,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.hud_county_place', 'http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.capital_of_administrative_division', 'http://rdf.freebase.com/ns/location.hud_foreclosure_area', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,614
,Cahors (France),44.4491,1.43663,http://data.nytimes.com/,,,617
,cahors,44.4483,1.44139,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.capital_of_administrative_division', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,618
,Ulyanovsk (Russia),54.3189,48.3858,http://data.nytimes.com/,,,619
,Strasbourg (France),48.5833,7.75,http://data.nytimes.com/,,,623
43.5,beijing,39.91,116.4,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.cn_municipality', 'http://rdf.freebase.com/ns/location.administrative_division', 'http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,628
,Hopewell Junction (NY),41.584,-73.8087,http://data.nytimes.com/,,,635
,"Hopewell Junction, New York",,,http://dbpedia.org/,"['http://dbpedia.org/ontology/Place', 'http://umbel.org/umbel/rc/PopulatedPlace', 'http://dbpedia.org/ontology/Location', 'http://umbel.org/umbel/rc/Location_Underspecified', 'http://schema.org/Place', 'http://umbel.org/umbel/rc/Village', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,636
,"Milford, Pennsylvania",,,http://dbpedia.org/,"['http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,646
,Golfito (Costa Rica),8.65,-83.15,http://data.nytimes.com/,,,647
,golfito,8.65,-83.15,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.capital_of_administrative_division', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,648
,Passaic (NJ),40.8568,-74.1285,http://data.nytimes.com/,,,652
,passaic,40.8567,-74.1289,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.hud_county_place', 'http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.hud_foreclosure_area', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,653
,Cabarete (Dominican Republic),19.75,-70.4,http://data.nytimes.com/,,,656
,Darjeeling (India),27.0333,88.2667,http://data.nytimes.com/,,,670
,Darjeeling,27.0333,88.2667,http://sws.geonames.org/,"city, village,...",populated place,671
,Dunhuang (China),40.1667,94.6833,http://data.nytimes.com/,,,674
,Dunhuang,40.1667,94.6833,http://sws.geonames.org/,"city, village,...",populated place,675
,Abu Dhabi (United Arab Emirates),24.4667,54.3667,http://data.nytimes.com/,,,676
,Fez (Morocco),34.05,-4.98,http://data.nytimes.com/,,,687
,fes,34.0442,-5.00194,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region', 'http://rdf.freebase.com/ns/protected_sites.listed_site']",,688
,St Ives (England),50.2086,-5.4875,http://data.nytimes.com/,,,689
,Timbuktu,16.7735,-3.00742,http://sws.geonames.org/,"city, village,...",,698
,Colmar (France),48.0833,7.36667,http://data.nytimes.com/,,,703
,Trieste (Italy),45.6486,13.78,http://data.nytimes.com/,,,711
,Xalapa (Mexico),19.5333,-96.9167,http://data.nytimes.com/,,,715
,Hot Springs (Ark),34.5037,-93.0552,http://data.nytimes.com/,,,723
,Old Lyme (Conn),41.3159,-72.329,http://data.nytimes.com/,,,727
,Killington,43.6776,-72.7798,http://sws.geonames.org/,"city, village,...",populated place,729
,Bangkok (Thailand),13.75,100.517,http://data.nytimes.com/,,,730
,Shanksville (PA),40.0179,-78.9072,http://data.nytimes.com/,,,738
,Shanksville,40.0179,-78.9072,http://sws.geonames.org/,"city, village,...",populated place,739
,Mantua (Italy),45.1521,10.7738,http://data.nytimes.com/,,,742
,mantua,45.1667,10.8,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.capital_of_administrative_division', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region', 'http://rdf.freebase.com/ns/location.it_comune']",,743
,Dubai,25.2522,55.28,http://sws.geonames.org/,"city, village,...",,745
,Dakar (Senegal),14.6951,-17.4439,http://data.nytimes.com/,,,752
,dakar,14.6962,-17.4442,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,753
,Naples,40.8333,14.25,http://dbpedia.org/,"['http://umbel.org/umbel/rc/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://umbel.org/umbel/rc/Location_Underspecified', 'http://schema.org/Place', 'http://umbel.org/umbel/rc/Village', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,755
,lower east side manhattan,40.719,-73.988,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/protected_sites.listed_site', 'http://rdf.freebase.com/ns/location.neighborhood']",,759
,Pyongyang,39.0339,125.754,http://sws.geonames.org/,"city, village,...",capital of a political entity,763
,Aveiro (Portugal),40.6333,-8.65,http://data.nytimes.com/,,,773
,Ravenna (Italy),44.4175,12.2011,http://data.nytimes.com/,,,790
,Ḩadīthah,34.1397,42.3781,http://sws.geonames.org/,"city, village,...","['seat of a second-order administrative division', 'populated place']",795
,Dafen (China),23.9747,113.378,http://data.nytimes.com/,,,811
,Seoul,37.5689,126.977,http://dbpedia.org/,"['http://umbel.org/umbel/rc/City', 'http://schema.org/City', 'http://dbpedia.org/ontology/City', 'http://umbel.org/umbel/rc/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://umbel.org/umbel/rc/Location_Underspecified', 'http://schema.org/Place', 'http://umbel.org/umbel/rc/Village', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,824
,Long Beach (NY),40.5884,-73.6579,http://data.nytimes.com/,,,853
,Soweto (South Africa),-26.2667,27.8667,http://data.nytimes.com/,,,855
,Amalfi (Italy),40.6349,14.6024,http://data.nytimes.com/,,,857
,Versailles (France),48.8,2.13333,http://data.nytimes.com/,,,865
,Versailles,48.8,2.13333,http://sws.geonames.org/,"city, village,...",seat of a second-order administrative division,866
,nagasaki,32.7833,129.867,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.capital_of_administrative_division', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.jp_city_town', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,872
,Cutchogue (NY),41.0107,-72.4851,http://data.nytimes.com/,,,873
,cutchogue,41.0106,-72.4736,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.hud_county_place', 'http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.hud_foreclosure_area', 'http://rdf.freebase.com/ns/location.statistical_region', 'http://rdf.freebase.com/ns/location.census_designated_place']",,874
,Nantucket (Mass),41.2835,-70.0995,http://data.nytimes.com/,,,890
,"Nantucket, Massachusetts",,,http://dbpedia.org/,"['http://umbel.org/umbel/rc/Town', 'http://umbel.org/umbel/rc/PopulatedPlace', 'http://umbel.org/umbel/rc/Location_Underspecified', 'http://umbel.org/umbel/rc/Village']",,891
,Montecito,34.4367,-119.632,http://sws.geonames.org/,"city, village,...",populated place,892
,San Cristobal de las Casas (Mexico),16.75,-92.6333,http://data.nytimes.com/,,,895
,Lecce,40.357,18.172,http://sws.geonames.org/,"city, village,...","['seat of a second-order administrative division', 'populated place']",906
1822.0,st moritz,46.5,9.833333,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.administrative_division', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,913
,Kalkan (Turkey),36.2656,29.4153,http://data.nytimes.com/,,,925
,Kalkan,36.2581,29.4083,http://dbpedia.org/,"['http://dbpedia.org/ontology/Town', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,926
,Niagara Falls (Ontario),43.1001,-79.0663,http://data.nytimes.com/,,,929
,"Punta Gorda, Florida",,,http://dbpedia.org/,"['http://umbel.org/umbel/rc/City', 'http://schema.org/City', 'http://dbpedia.org/ontology/City', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,932
,Lockerbie (Scotland),55.1167,-3.35,http://data.nytimes.com/,,,937
,San Antonio,29.4241,-98.4936,http://sws.geonames.org/,"city, village,...","['seat of a second-order administrative division', 'populated place']",940
,Roosevelt Island,40.764,-73.9482,http://sws.geonames.org/,"city, village,...",populated place,953
,Edirne,41.6667,26.5667,http://dbpedia.org/,"['http://umbel.org/umbel/rc/Town', 'http://umbel.org/umbel/rc/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://umbel.org/umbel/rc/Location_Underspecified', 'http://schema.org/Place', 'http://umbel.org/umbel/rc/Village', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,961
,Las Vegas (Nev),36.175,-115.137,http://data.nytimes.com/,,,973
,Messene (Greece),37.0511,22.0078,http://data.nytimes.com/,,,977
,Messene,,,http://dbpedia.org/,"['http://dbpedia.org/ontology/AdministrativeRegion', 'http://umbel.org/umbel/rc/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Region', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://schema.org/AdministrativeArea']",,978
,Ixtapa (Mexico),17.6678,-101.642,http://data.nytimes.com/,,,994
,New Orleans,29.9647,-90.0706,http://dbpedia.org/,"['http://schema.org/City', 'http://umbel.org/umbel/rc/City', 'http://dbpedia.org/ontology/City', 'http://umbel.org/umbel/rc/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://umbel.org/umbel/rc/Location_Underspecified', 'http://schema.org/Place', 'http://umbel.org/umbel/rc/Village', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,1001
,Aswan (Egypt),24.0875,32.8989,http://data.nytimes.com/,,,1002
,jena louisiana,31.69,-92.1247,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.hud_county_place', 'http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.hud_foreclosure_area', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,1014
,Rio de Janeiro (Brazil),-22.9028,-43.2075,http://data.nytimes.com/,,,1017
,Prospect Heights,40.6775,-73.9677,http://sws.geonames.org/,"city, village,...",section of populated place,1022
,Fontainebleau (France),48.4,2.7,http://data.nytimes.com/,,,1031
,Piermont,41.042,-73.9182,http://sws.geonames.org/,"city, village,...",populated place,1038
,Missoula (Mont),46.8721,-113.994,http://data.nytimes.com/,,,1052
,"Missoula, Montana",,,http://dbpedia.org/,"['http://schema.org/City', 'http://umbel.org/umbel/rc/City', 'http://dbpedia.org/ontology/City', 'http://umbel.org/umbel/rc/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://umbel.org/umbel/rc/Location_Underspecified', 'http://schema.org/Place', 'http://umbel.org/umbel/rc/Village', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,1053
,Bodrum,37.0383,27.4292,http://sws.geonames.org/,"city, village,...","['seat of a second-order administrative division', 'populated place']",1055
,Canberra (Australia),-35.2835,149.128,http://data.nytimes.com/,,,1056
,canberra,-35.2828,149.131,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.capital_of_administrative_division', 'http://rdf.freebase.com/ns/location.place_with_neighborhoods', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,1057
,Amman (Jordan),31.95,35.9333,http://data.nytimes.com/,,,1058
,Amman,31.9552,35.945,http://sws.geonames.org/,"city, village,...",capital of a political entity,1059
,Mashpee (Mass),41.6484,-70.4811,http://data.nytimes.com/,,,1062
,Cadiz (Spain),36.5336,-6.29944,http://data.nytimes.com/,,,1066
,Cádiz,36.5336,-6.29944,http://sws.geonames.org/,"city, village,...","['seat of a second-order administrative division', 'populated place']",1067
,red bank new jersey,40.3469,-74.0647,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.hud_county_place', 'http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.hud_foreclosure_area', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,1075
,norfolk virginia,36.8857,-76.2599,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.hud_county_place', 'http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.administrative_division', 'http://rdf.freebase.com/ns/location.us_county', 'http://rdf.freebase.com/ns/location.capital_of_administrative_division', 'http://rdf.freebase.com/ns/location.hud_foreclosure_area', 'http://rdf.freebase.com/ns/location.place_with_neighborhoods', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,1087
,Sheepshead Bay (NYC),40.5912,-73.9446,http://data.nytimes.com/,,,1090
,Sheepshead Bay,40.5912,-73.9446,http://sws.geonames.org/,"city, village,...",populated place,1091
,Bordeaux (France),44.8333,-0.566667,http://data.nytimes.com/,,,1117
,Bordeaux,44.8386,-0.578333,http://dbpedia.org/,"['http://umbel.org/umbel/rc/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://umbel.org/umbel/rc/Location_Underspecified', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,1118
,"Oxford, Connecticut",,,http://dbpedia.org/,"['http://dbpedia.org/ontology/Town', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,1120
,Quito,-0.25,-78.5833,http://dbpedia.org/,"['http://schema.org/City', 'http://dbpedia.org/ontology/City', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,1122
,Honolulu (Hawaii),21.3069,-157.858,http://data.nytimes.com/,,,1130
,Honolulu,21.3069,-157.858,http://sws.geonames.org/,"city, village,...",,1131
,Bourges (France),47.0833,2.4,http://data.nytimes.com/,,,1146
,Bourges,47.0833,2.4,http://sws.geonames.org/,"city, village,...",seat of a second-order administrative division,1147
,Scranton (Pa),41.409,-75.6624,http://data.nytimes.com/,,,1149
,"Scranton, Pennsylvania",,,http://dbpedia.org/,"['http://schema.org/City', 'http://dbpedia.org/ontology/City', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,1150
,alajuela,10.0167,-84.2167,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.capital_of_administrative_division', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,1157
,Silver City (NM),32.7701,-108.28,http://data.nytimes.com/,,,1173
,Silver City,32.7701,-108.28,http://sws.geonames.org/,"city, village,...","['seat of a second-order administrative division', 'populated place']",1174
,Chartres (France),48.4469,1.48925,http://data.nytimes.com/,,,1179
,Chartres,48.4469,1.48925,http://sws.geonames.org/,"city, village,...",seat of a second-order administrative division,1180
,Rovinj,45.08,13.64,http://sws.geonames.org/,"city, village,...",populated place,1185
,montauk,41.0358,-71.955,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.hud_county_place', 'http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.hud_foreclosure_area', 'http://rdf.freebase.com/ns/location.statistical_region', 'http://rdf.freebase.com/ns/location.census_designated_place']",,1187
,Basra,30.5,47.8167,http://dbpedia.org/,"['http://umbel.org/umbel/rc/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://umbel.org/umbel/rc/Location_Underspecified', 'http://schema.org/Place', 'http://umbel.org/umbel/rc/Village', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,1190
,Nagoya (Japan),35.1815,136.906,http://data.nytimes.com/,,,1193
,Nagoya,35.1815,136.906,http://sws.geonames.org/,"city, village,...",,1194
,Montgomery (Ala),32.3668,-86.3,http://data.nytimes.com/,,,1195
,Montgomery,32.3668,-86.3,http://sws.geonames.org/,"city, village,...",,1196
,Manchester (NH),42.9956,-71.4548,http://data.nytimes.com/,,,1197
,Cahuita (Costa Rica),9.73333,-82.85,http://data.nytimes.com/,,,1205
,Saint-Petersburg,59.8944,30.2642,http://sws.geonames.org/,"city, village,...",,1208
,Cochin (India),9.96667,76.2333,http://data.nytimes.com/,,,1215
,deauville,49.3592,0.0714,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,1221
,Glasgow (Scotland),55.8652,-4.25763,http://data.nytimes.com/,,,1224
,glasgow,55.87,-4.27,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.administrative_division', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.uk_statistical_location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.uk_council_area', 'http://rdf.freebase.com/ns/location.statistical_region']",,1225
,da nang,16.0667,108.233,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.administrative_division', 'http://rdf.freebase.com/ns/location.vn_centrally_controlled_municipality', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,1227
,provincetown,42.0583,-70.1792,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,1229
,Hood River (Ore),45.7054,-121.521,http://data.nytimes.com/,,,1257
,"Hood River, Oregon",,,http://dbpedia.org/,"['http://umbel.org/umbel/rc/City', 'http://schema.org/City', 'http://dbpedia.org/ontology/City', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,1258
,Sochi (Russia),43.6,39.7303,http://data.nytimes.com/,,,1261
,Brooklyn Heights,40.6977,-73.9943,http://sws.geonames.org/,"city, village,...",section of populated place,1266
,Palisades Park (NJ),40.8482,-73.9976,http://data.nytimes.com/,,,1267
,Palisades Park,40.8482,-73.9976,http://sws.geonames.org/,"city, village,...",populated place,1268
,Salem (Mass),42.5195,-70.8967,http://data.nytimes.com/,,,1269
,salem massachusetts,42.5194,-70.8972,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.hud_county_place', 'http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.hud_foreclosure_area', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,1270
,Ocean City (Md),38.3365,-75.0849,http://data.nytimes.com/,,,1275
,"Ocean City, Maryland",,,http://dbpedia.org/,"['http://umbel.org/umbel/rc/Town', 'http://dbpedia.org/ontology/Town', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,1276
,Urgup (Turkey),38.6314,34.9131,http://data.nytimes.com/,,,1285
1043.0,urgup,38.631389,34.913056,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,1286
,Seville,37.3772,-5.98694,http://sws.geonames.org/,"city, village,...",,1289
,Inwood (NYC),40.8657,-73.9268,http://data.nytimes.com/,,,1290
,"Inwood, Manhattan",,,http://dbpedia.org/,"['http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,1291
,City Island (NYC),40.8473,-73.7865,http://data.nytimes.com/,,,1294
,Varanasi,25.3333,83.0,http://sws.geonames.org/,"city, village,...",populated place,1299
,Ludlow,43.3959,-72.7007,http://sws.geonames.org/,"city, village,...",populated place,1301
,Helsinki (Finland),60.1756,24.9342,http://data.nytimes.com/,,,1313
,Helsinki,60.1695,24.9354,http://sws.geonames.org/,"city, village,...",capital of a political entity,1314
,aragon,41.0,-1.0,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.administrative_division', 'http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.es_autonomous_community', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,1318
,Marathon (Fla),24.7138,-81.0904,http://data.nytimes.com/,,,1319
,marathon florida,24.7133,-81.0906,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.hud_county_place', 'http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.hud_foreclosure_area', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,1320
,Phuket (Thailand),7.88333,98.4,http://data.nytimes.com/,,,1321
,Phuket,7.89059,98.3981,http://sws.geonames.org/,"city, village,...",,1322
,Sag Harbor,40.9979,-72.2926,http://sws.geonames.org/,"city, village,...",populated place,1328
,Santa Barbara (Calif),34.4208,-119.698,http://data.nytimes.com/,,,1335
261.0,timbuktu,16.775833,-3.009444,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,1337
,Port Elizabeth (South Africa),-33.9667,25.5833,http://data.nytimes.com/,,,1342
,Sintra (Portugal),38.8,-9.38333,http://data.nytimes.com/,,,1348
,KwaZulu-Natal,-30.5764,30.5764,http://dbpedia.org/,"['http://umbel.org/umbel/rc/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://umbel.org/umbel/rc/Location_Underspecified', 'http://schema.org/Place', 'http://umbel.org/umbel/rc/Village', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,1351
,Orlando (Fla),28.5383,-81.3792,http://data.nytimes.com/,,,1359
,Niagara Falls (NY),43.0945,-79.0567,http://data.nytimes.com/,,,1365
,niagara falls new york,43.0944,-79.0569,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.hud_county_place', 'http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.hud_foreclosure_area', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,1366
,falls village connecticut,41.9564,-73.3636,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region', 'http://rdf.freebase.com/ns/protected_sites.listed_site']",,1371
